Customer_ID,Begin_Date,End_Date,Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies
2212-LYASK,,,,,,,,,,,,,dsl,no,yes,yes,no,no,yes
2215-ZAFGX,2019-05-01,2020-02-01,month-to-month,yes,electronic check,85.5,791.7,male,0,no,no,yes,fiber optic,no,no,no,no,yes,no
2219-MVUSO,2019-02-01,2019-10-01,month-to-month,yes,mailed check,45.15,438.4,male,0,no,no,no,dsl,no,no,no,no,no,no
2220-IAHLS,2020-01-01,2020-02-01,month-to-month,no,credit card,19.4,19.4,female,0,no,no,no,,,,,,,
2223-GDSHL,2014-03-01,2020-02-01,two year,yes,bank transfer,116.05,8297.5,male,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes
2223-KAGMX,2018-08-01,2019-11-01,month-to-month,no,bank transfer,19.4,289.3,female,0,no,no,no,,,,,,,
2225-ZRGSG,2014-02-01,2019-12-01,two year,no,bank transfer,93.9,6579.05,female,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,no,no
2226-ICFDO,2014-02-01,2020-02-01,two year,yes,credit card,85.9,6110.75,female,0,yes,yes,yes,dsl,yes,no,yes,yes,yes,yes
2227-JRSJX,2018-05-01,2020-02-01,month-to-month,yes,bank transfer,99.15,1956.4,female,0,no,no,no,fiber optic,no,yes,no,yes,yes,yes
2228-BZDEE,2015-08-01,2020-02-01,two year,no,mailed check,20.1,1079.45,female,0,no,no,no,,,,,,,
2229-DPMBI,2019-06-01,2020-02-01,two year,no,mailed check,19.5,162.15,female,0,yes,yes,no,,,,,,,
2229-VWQJH,2018-02-01,2020-02-01,month-to-month,yes,credit card,49.3,1233.25,female,0,no,no,no,dsl,no,no,yes,no,no,no
2230-XTUWL,2016-02-01,2020-02-01,two year,no,mailed check,19.55,883.35,female,0,yes,yes,no,,,,,,,
2232-DMLXU,2019-12-01,2020-01-01,month-to-month,no,mailed check,55.2,55.2,female,0,yes,no,no,dsl,no,no,no,no,yes,no
2233-FAGXV,2019-09-01,2020-02-01,month-to-month,yes,mailed check,24.3,132.25,female,0,yes,yes,yes,,,,,,,
2233-TXSIU,,,,,,,,,,,,,dsl,yes,no,yes,no,yes,no
2234-EOFPT,2014-02-01,2020-02-01,two year,yes,bank transfer,79.35,5753.25,male,0,yes,no,no,dsl,yes,yes,no,yes,yes,yes
2234-XADUH,2014-02-01,2020-02-01,one year,yes,credit card,103.2,7362.9,female,0,yes,yes,yes,fiber optic,no,yes,yes,no,yes,yes
2235-DWLJU,,,,,,,,,,,,,dsl,no,no,no,no,yes,yes
2235-EZAIK,2014-02-01,2020-02-01,two year,no,credit card,79.2,5401.9,female,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,no
2235-ZGKPT,2019-06-01,2019-10-01,month-to-month,no,mailed check,50.85,239.55,female,0,yes,yes,yes,dsl,no,no,no,no,no,no
2236-HILPA,2014-12-01,2020-02-01,two year,no,credit card,20.65,1218.45,male,0,yes,yes,no,,,,,,,
2237-ZFSMY,2016-09-01,2019-12-01,one year,yes,electronic check,95.55,3692.85,female,0,no,no,no,fiber optic,yes,no,yes,yes,yes,no
2239-CFOUJ,2020-01-01,2020-02-01,one year,no,mailed check,20.4,20.4,male,0,yes,yes,no,,,,,,,
2239-CGBUZ,2015-11-01,2020-02-01,one year,yes,bank transfer,60.5,3145.15,female,0,yes,no,no,dsl,yes,yes,no,yes,no,no
2239-JALAW,2014-12-01,2019-10-01,one year,yes,bank transfer,103.25,6017.65,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes
2240-HSJQD,2016-12-01,2020-02-01,month-to-month,yes,mailed check,81.85,3141.7,male,0,no,yes,yes,fiber optic,no,yes,no,no,no,no
2242-MFOTG,2017-05-01,2020-02-01,one year,no,bank transfer,80.1,2603.3,male,0,no,no,yes,fiber optic,yes,no,no,no,no,no
2243-FNMMI,2018-06-01,2020-02-01,month-to-month,no,mailed check,19.4,415.4,male,0,no,no,no,,,,,,,
2245-ADZFJ,2017-07-01,2020-02-01,two year,no,bank transfer,80.55,2471.6,female,0,yes,yes,yes,dsl,no,yes,no,yes,yes,yes
2249-YPRNG,2018-04-01,2019-12-01,month-to-month,yes,bank transfer,105.85,2239.65,female,0,yes,yes,yes,fiber optic,no,yes,yes,no,yes,yes
2250-IVBWA,2014-10-01,2020-02-01,month-to-month,no,electronic check,81.05,5135.35,male,0,yes,yes,no,fiber optic,yes,yes,no,no,no,no
2251-PYLPB,2014-02-01,2020-02-01,two year,no,credit card,79.55,5810.9,male,0,yes,no,yes,dsl,yes,yes,yes,yes,no,yes
2252-ISRNH,2019-05-01,2020-02-01,one year,yes,electronic check,90.35,767.9,male,0,yes,yes,yes,fiber optic,no,no,yes,no,yes,no
2252-JHJGE,2015-01-01,2020-02-01,one year,no,electronic check,104.0,6363.45,male,0,no,no,yes,fiber optic,yes,no,yes,no,yes,yes
2252-NKNSI,2015-10-01,2020-02-01,two year,yes,mailed check,85.15,4461.85,male,0,no,yes,yes,dsl,yes,yes,no,yes,yes,yes
2253-KPMNB,,,,,,,,,,,,,dsl,yes,yes,yes,yes,no,no
2254-DLXRI,2020-01-01,2020-02-01,month-to-month,yes,mailed check,79.15,79.15,female,0,no,no,yes,fiber optic,no,yes,no,no,no,no
2256-YLYLP,2014-06-01,2020-02-01,two year,yes,bank transfer,72.95,4953.25,male,0,yes,yes,no,dsl,no,no,yes,yes,yes,yes
2257-BOVXD,2018-12-01,2020-02-01,month-to-month,yes,credit card,66.6,979.5,male,0,yes,no,yes,dsl,no,no,no,yes,yes,no
2259-OUUSZ,,,,,,,,,,,,,dsl,no,no,yes,yes,no,no
2260-USTRB,2019-10-01,2019-12-01,month-to-month,yes,bank transfer,70.2,115.95,female,1,no,no,no,fiber optic,no,no,no,no,no,no
2262-SLNVK,2020-01-01,2020-02-01,month-to-month,no,electronic check,70.1,70.1,female,0,no,no,no,fiber optic,no,no,no,no,no,no
2263-SFSQZ,2015-11-01,2020-02-01,two year,yes,mailed check,24.95,1222.25,male,0,yes,yes,yes,,,,,,,
2265-CYWIV,2019-09-01,2020-01-01,month-to-month,yes,electronic check,99.6,347.65,female,1,yes,no,yes,fiber optic,yes,no,no,no,yes,yes
2266-FUBDZ,2018-11-01,2020-02-01,two year,no,mailed check,19.35,278.85,male,0,yes,yes,no,,,,,,,
2266-SJNAT,2014-02-01,2020-02-01,one year,no,credit card,109.15,7789.6,female,0,yes,no,yes,fiber optic,no,yes,yes,yes,yes,yes
2267-FPIMA,2015-12-01,2020-02-01,month-to-month,yes,credit card,94.4,4914.9,male,0,yes,no,yes,fiber optic,yes,yes,no,no,no,yes
2267-WTPYD,2015-05-01,2020-02-01,month-to-month,no,credit card,94.0,5438.95,female,1,yes,no,yes,fiber optic,no,yes,yes,no,no,yes
2270-CHBFN,2016-06-01,2020-02-01,month-to-month,yes,credit card,95.1,4060.55,female,0,yes,no,yes,fiber optic,yes,yes,yes,yes,no,no
2272-JKMSI,2014-12-01,2020-02-01,one year,yes,electronic check,110.8,6840.95,female,0,yes,yes,yes,fiber optic,no,yes,yes,yes,yes,yes
2272-QAGFO,2018-08-01,2019-10-01,month-to-month,yes,electronic check,74.3,1096.25,female,1,no,no,yes,fiber optic,no,no,no,no,no,no
2272-UOINI,2019-07-01,2020-02-01,month-to-month,yes,electronic check,78.5,571.05,female,0,no,no,no,dsl,yes,yes,no,yes,yes,yes
2272-WUSPA,2014-02-01,2020-02-01,two year,yes,electronic check,110.75,7751.7,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes
2273-QCKXA,2020-01-01,2020-02-01,month-to-month,no,mailed check,49.05,49.05,male,0,no,no,no,dsl,no,no,no,yes,no,no
2274-XUATA,,,,,,,,,,,,,dsl,yes,yes,yes,yes,yes,yes
2275-RBYQS,2020-01-01,2020-02-01,month-to-month,yes,mailed check,45.4,45.4,female,0,no,no,no,dsl,no,no,no,no,no,no
2276-YDAVZ,2019-07-01,2019-10-01,month-to-month,yes,credit card,75.1,270.7,female,0,no,no,yes,fiber optic,no,no,no,no,no,no
2277-AXSDC,2017-06-01,2020-02-01,one year,no,bank transfer,19.75,624.15,female,0,no,no,no,,,,,,,
2277-BKJKN,2014-03-01,2020-02-01,two year,yes,electronic check,99.2,7213.75,female,1,yes,no,no,fiber optic,no,yes,yes,no,yes,yes
2277-DJJDL,2015-02-01,2020-02-01,month-to-month,yes,electronic check,99.0,6017.9,male,1,yes,no,yes,fiber optic,no,no,no,yes,yes,yes
2277-VWCNI,2019-10-01,2020-02-01,month-to-month,no,mailed check,48.75,179.85,female,1,no,no,yes,dsl,no,no,no,no,no,no
2279-AXJJK,2015-10-01,2020-02-01,month-to-month,yes,credit card,95.65,5088.4,male,0,yes,no,yes,fiber optic,no,yes,no,yes,no,yes
2282-YGNOR,2017-09-01,2020-02-01,one year,no,credit card,58.0,1734.5,female,0,no,no,no,dsl,yes,no,yes,yes,no,no
2284-VFLKH,2016-01-01,2020-02-01,one year,yes,credit card,99.25,4920.8,male,0,yes,no,no,fiber optic,no,no,yes,yes,yes,yes
2292-XQWSV,,,,,,,,,,,,,dsl,no,yes,yes,yes,yes,yes
2293-IJWPS,2015-05-01,2020-02-01,one year,yes,credit card,100.75,5985.0,female,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes
2294-DMMUS,2014-12-01,2020-02-01,month-to-month,yes,credit card,70.45,4300.45,female,0,yes,yes,yes,dsl,no,no,no,no,yes,yes
2294-SALNE,2018-03-01,2020-02-01,one year,no,mailed check,86.8,1940.8,male,0,yes,yes,no,fiber optic,no,yes,yes,yes,no,no
2296-DKZFP,2014-09-01,2020-02-01,two year,no,bank transfer,71.0,4386.2,female,0,yes,no,no,dsl,yes,yes,yes,no,no,yes
2300-RQGOI,2016-12-01,2020-02-01,two year,no,mailed check,20.05,741.5,female,0,no,no,no,,,,,,,
2302-ANTDP,2015-10-01,2019-10-01,month-to-month,no,electronic check,117.45,5438.9,female,1,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes
2302-OUZXB,2014-02-01,2020-02-01,two year,no,bank transfer,82.15,5784.3,male,0,yes,no,yes,dsl,no,yes,yes,no,yes,yes
2303-PJYHN,2019-12-01,2020-02-01,month-to-month,no,bank transfer,19.85,52.0,female,0,yes,no,no,,,,,,,
2305-MRGLV,2017-10-01,2020-02-01,month-to-month,no,bank transfer,76.55,2065.4,male,0,yes,no,no,fiber optic,no,no,no,yes,no,no
2307-FYNNL,2014-09-01,2020-02-01,two year,yes,electronic check,109.05,7108.2,male,1,no,no,yes,fiber optic,yes,no,yes,yes,yes,yes
2308-STERM,2019-12-01,2020-02-01,month-to-month,no,mailed check,19.4,61.05,female,0,no,no,no,,,,,,,
2309-OSFEU,,,,,,,,,,,,,dsl,no,no,no,no,no,yes
2311-QYMUQ,2018-09-01,2020-01-01,month-to-month,yes,credit card,89.45,1430.25,female,0,yes,yes,no,fiber optic,no,yes,yes,no,yes,no
2314-TNDJQ,,,,,,,,,,,,,dsl,yes,yes,yes,yes,no,yes
2316-ESMLS,,,,,,,,,,,,,dsl,yes,no,no,yes,no,no
2320-JRSDE,2019-12-01,2020-01-01,month-to-month,yes,electronic check,19.9,19.9,female,0,yes,yes,no,,,,,,,
2320-SLKMB,,,,,,,,,,,,,dsl,no,no,yes,yes,yes,no
2320-TZRRH,2018-06-01,2020-02-01,one year,no,mailed check,19.5,403.15,female,0,no,no,no,,,,,,,
2320-YKQBO,2019-07-01,2020-02-01,month-to-month,no,mailed check,19.3,144.95,female,0,no,no,no,,,,,,,
2321-OMBXY,2016-08-01,2019-10-01,one year,no,credit card,80.3,3058.65,female,0,yes,yes,no,dsl,yes,yes,no,yes,yes,yes
2322-VCZHZ,2018-03-01,2020-02-01,month-to-month,yes,electronic check,90.0,2024.1,male,1,yes,no,no,fiber optic,yes,yes,no,no,no,yes
2323-ARSVR,2014-07-01,2020-02-01,two year,yes,electronic check,111.05,7321.05,male,0,yes,no,no,fiber optic,yes,yes,yes,yes,yes,yes
2324-AALNO,2016-02-01,2020-02-01,one year,no,bank transfer,24.55,1203.95,female,0,no,no,yes,,,,,,,
2324-EFHVG,2014-10-01,2020-02-01,two year,yes,bank transfer,104.4,6692.65,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes
2325-NBPZG,2019-11-01,2020-02-01,month-to-month,yes,electronic check,74.55,233.65,female,0,no,no,no,fiber optic,yes,no,no,no,no,no
2325-WINES,2017-06-01,2020-02-01,one year,yes,credit card,104.05,3416.85,female,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes
2325-ZUSFD,2015-01-01,2019-10-01,one year,yes,bank transfer,70.1,3913.3,female,0,yes,yes,no,dsl,yes,no,no,no,yes,yes
2330-PQGDQ,2015-11-01,2020-02-01,one year,no,bank transfer,84.2,4299.75,male,0,yes,yes,yes,fiber optic,no,yes,no,yes,no,no
2332-EFBJY,2018-09-01,2020-01-01,month-to-month,yes,mailed check,19.7,342.4,male,0,no,no,no,,,,,,,
2332-TODQS,2016-02-01,2020-02-01,one year,no,credit card,25.05,1171.5,female,0,no,no,yes,,,,,,,
2333-KWEWW,2018-08-01,2020-02-01,two year,no,credit card,20.05,388.6,male,0,no,no,no,,,,,,,
2335-GSODA,,,,,,,,,,,,,dsl,yes,no,yes,yes,no,no
2338-BQEZT,2015-07-01,2020-02-01,month-to-month,yes,credit card,50.55,2832.75,female,0,no,no,no,dsl,yes,no,no,no,no,no
2342-CKIAO,2019-12-01,2020-02-01,month-to-month,no,mailed check,20.3,41.2,female,0,no,no,no,,,,,,,
2344-JMOGN,2019-01-01,2019-10-01,month-to-month,yes,mailed check,94.85,890.6,male,0,yes,no,no,fiber optic,no,yes,yes,yes,yes,no
2346-CZYIL,2017-11-01,2020-02-01,two year,no,credit card,20.35,531.6,male,0,no,no,no,,,,,,,
2346-DJQTB,,,,,,,,,,,,,dsl,no,no,no,no,no,no
2346-LOCWC,2015-04-01,2020-02-01,two year,no,credit card,20.5,1191.4,female,0,yes,yes,no,,,,,,,
2347-WKKAE,2016-08-01,2020-02-01,month-to-month,yes,electronic check,94.4,4014.6,male,0,yes,no,yes,fiber optic,yes,no,yes,no,no,yes
2348-KCJLT,2016-06-01,2020-02-01,one year,yes,mailed check,61.5,2722.2,female,0,yes,no,no,dsl,yes,yes,yes,no,no,no
2351-BKRZW,2016-07-01,2020-02-01,two year,no,bank transfer,75.2,3254.35,female,0,yes,yes,no,dsl,yes,no,yes,no,yes,yes
2351-RRBUE,2019-07-01,2020-02-01,one year,no,mailed check,20.65,134.05,female,0,yes,yes,no,,,,,,,
2357-COQEK,2017-08-01,2019-12-01,month-to-month,yes,electronic check,103.3,2890.65,female,1,no,no,yes,fiber optic,no,no,yes,yes,yes,yes
2359-KLTEK,2016-09-01,2020-02-01,month-to-month,yes,bank transfer,94.9,3848.0,female,0,yes,yes,no,fiber optic,no,no,yes,no,yes,yes
2359-KMGLI,2017-11-01,2019-11-01,month-to-month,yes,electronic check,80.25,1861.5,male,0,no,no,yes,fiber optic,no,yes,no,no,no,no
2359-QWQUL,2016-10-01,2020-01-01,one year,yes,credit card,104.7,4134.85,female,0,yes,no,no,fiber optic,yes,no,yes,yes,yes,yes
2360-RDGRO,2014-09-01,2020-02-01,month-to-month,yes,electronic check,104.25,6812.95,male,0,yes,no,yes,fiber optic,yes,no,yes,no,yes,yes
2361-FJWNO,,,,,,,,,,,,,dsl,no,yes,no,yes,no,no
2361-UPSND,2016-04-01,2020-02-01,one year,no,mailed check,70.6,3231.05,female,0,yes,no,no,dsl,yes,yes,no,yes,no,yes
2362-IBOOY,2016-12-01,2019-12-01,month-to-month,yes,electronic check,84.75,3050.15,male,0,no,no,yes,fiber optic,no,no,no,no,no,yes
2363-BJLSL,2014-12-01,2020-02-01,month-to-month,yes,bank transfer,80.4,4981.15,male,0,no,no,no,dsl,no,yes,yes,yes,yes,yes
2364-UFROM,2017-08-01,2020-02-01,one year,no,electronic check,70.4,2044.75,male,0,no,no,no,dsl,yes,yes,no,yes,yes,no
2368-GAKKQ,2014-04-01,2020-02-01,two year,yes,bank transfer,113.65,7939.25,female,0,no,no,yes,fiber optic,yes,yes,yes,yes,yes,yes
2369-FEVNO,2020-01-01,2020-02-01,month-to-month,yes,mailed check,19.9,19.9,male,0,no,no,no,,,,,,,
2369-UAPKZ,2019-07-01,2019-12-01,month-to-month,no,mailed check,104.1,541.9,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes
2371-JQHZZ,2018-02-01,2020-02-01,month-to-month,yes,electronic check,93.0,2248.05,male,0,yes,no,yes,fiber optic,no,no,no,no,yes,yes
2371-JUNGC,2019-03-01,2020-02-01,month-to-month,no,mailed check,20.25,208.0,male,0,no,no,no,,,,,,,
2371-KFUOG,2015-04-01,2020-02-01,one year,no,bank transfer,99.15,5720.95,male,0,no,no,no,fiber optic,yes,yes,no,no,yes,yes
2372-HWUHI,2019-11-01,2020-01-01,month-to-month,no,electronic check,44.35,81.25,male,0,no,no,no,dsl,no,no,no,no,no,no
2373-NTKOD,2019-06-01,2020-02-01,month-to-month,yes,electronic check,66.25,546.45,male,0,no,no,no,dsl,no,no,no,no,yes,yes
2378-HTWFW,2017-03-01,2020-02-01,month-to-month,no,credit card,91.0,3180.5,male,1,no,no,yes,fiber optic,yes,no,no,no,no,yes
2378-VTKDH,2014-09-01,2020-02-01,month-to-month,yes,electronic check,104.35,6578.55,male,1,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes
2378-YIZKA,2014-06-01,2020-02-01,two year,yes,credit card,85.0,5607.75,female,0,yes,yes,no,dsl,yes,yes,yes,yes,yes,yes
2379-ENZGV,2019-07-01,2020-01-01,month-to-month,yes,electronic check,84.85,523.5,male,0,no,no,no,fiber optic,no,yes,no,no,yes,no
2379-GYFLQ,2016-04-01,2020-02-01,one year,yes,credit card,94.9,4422.95,male,0,no,no,yes,fiber optic,no,yes,yes,no,yes,no
2380-DAMQP,2014-02-01,2020-02-01,two year,no,electronic check,115.15,8349.7,female,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes
2382-BCKQJ,2014-08-01,2019-10-01,one year,yes,electronic check,100.15,6413.65,female,0,no,yes,yes,fiber optic,no,no,yes,no,yes,yes
2384-OVPSA,2016-12-01,2020-02-01,two year,no,mailed check,20.2,735.9,female,1,no,no,no,,,,,,,
2386-LAHRK,2019-09-01,2019-10-01,month-to-month,yes,mailed check,53.5,53.5,male,0,no,no,no,dsl,no,no,no,no,yes,no
2386-OWURY,2015-04-01,2020-02-01,month-to-month,yes,electronic check,95.3,5817.7,female,0,no,no,no,fiber optic,no,no,no,yes,yes,yes
2387-KDZQY,2018-09-01,2020-02-01,one year,yes,mailed check,20.1,279.5,male,0,no,no,no,,,,,,,
2388-LAESQ,2014-02-01,2020-02-01,two year,yes,bank transfer,114.85,8317.95,female,1,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes
2391-IPLOP,2015-12-01,2020-02-01,one year,yes,electronic check,69.65,3442.15,male,0,yes,yes,yes,dsl,no,no,yes,yes,yes,no
2391-SOORI,2019-09-01,2020-01-01,month-to-month,no,electronic check,49.35,219.65,male,0,no,yes,no,dsl,yes,no,no,no,no,no
2393-DIVAI,2019-11-01,2020-02-01,month-to-month,yes,mailed check,20.0,61.7,female,0,no,no,no,,,,,,,
2397-BRLOM,2019-04-01,2019-12-01,month-to-month,yes,credit card,80.45,583.45,male,1,yes,yes,no,fiber optic,no,no,no,no,yes,no
2398-YPMUR,2018-09-01,2019-10-01,month-to-month,yes,electronic check,70.15,916.75,female,1,yes,no,no,fiber optic,no,no,no,no,no,no
2400-FEQME,2015-07-01,2020-02-01,two year,no,mailed check,20.5,1177.95,male,0,yes,yes,no,,,,,,,
2400-XIWIO,2014-03-01,2020-02-01,two year,no,electronic check,90.1,6310.9,female,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes
2402-TAIRZ,2017-01-01,2020-02-01,one year,no,electronic check,80.05,3019.1,female,0,no,no,no,fiber optic,no,yes,yes,no,no,no
2403-BCASL,2016-07-01,2019-12-01,one year,yes,electronic check,111.95,4534.9,male,1,yes,yes,yes,fiber optic,no,yes,yes,yes,yes,yes
2404-JIBFC,2015-07-01,2020-02-01,two year,yes,bank transfer,85.1,4657.95,female,0,yes,yes,yes,dsl,yes,no,yes,yes,yes,yes
2405-LBMUW,,,,,,,,,,,,,dsl,yes,yes,no,yes,no,yes
2408-PSJVE,2016-06-01,2020-02-01,month-to-month,yes,mailed check,61.9,2924.05,male,0,yes,yes,no,dsl,no,yes,yes,yes,no,no
2408-TZMJL,2014-12-01,2019-11-01,one year,yes,electronic check,110.15,6448.05,male,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes
2408-WITXK,,,,,,,,,,,,,dsl,no,no,no,no,no,yes
2410-CIYFZ,2019-12-01,2020-02-01,month-to-month,no,mailed check,20.4,42.9,male,0,no,yes,no,,,,,,,
2418-TPEUN,2015-06-01,2020-02-01,two year,yes,credit card,19.8,1119.9,female,0,yes,yes,no,,,,,,,
2419-FSORS,2014-02-01,2020-02-01,two year,yes,electronic check,108.4,7719.5,male,0,yes,no,yes,fiber optic,no,yes,yes,yes,yes,yes
2424-WVHPL,2020-01-01,2020-02-01,month-to-month,no,electronic check,74.7,74.7,male,1,no,no,no,fiber optic,no,no,no,yes,no,no
2428-HYUNX,2016-06-01,2020-02-01,two year,yes,credit card,19.35,847.25,male,1,yes,no,no,,,,,,,
2428-ZMCTB,2019-04-01,2020-02-01,month-to-month,no,credit card,19.75,208.25,male,0,no,no,no,,,,,,,
2429-AYKKO,2014-02-01,2020-02-01,two year,no,bank transfer,19.85,1434.1,male,0,no,no,no,,,,,,,
2430-RRYUW,2014-08-01,2020-02-01,one year,yes,mailed check,54.8,3465.7,male,0,no,no,no,dsl,yes,yes,no,no,no,no
2430-USGXP,2018-01-01,2020-01-01,month-to-month,yes,electronic check,101.05,2391.8,male,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes
2432-TFSMK,2018-08-01,2020-02-01,one year,yes,credit card,89.6,1633.0,male,0,no,no,yes,fiber optic,no,no,yes,no,yes,no
2433-KMEAS,2017-12-01,2019-10-01,month-to-month,yes,electronic check,54.45,1127.35,male,0,no,no,yes,dsl,yes,no,no,no,no,no
2434-EEVDB,2014-10-01,2020-02-01,two year,yes,credit card,94.6,5948.7,female,0,yes,no,yes,fiber optic,yes,no,yes,no,yes,no
2436-QBZFP,,,,,,,,,,,,,dsl,no,yes,no,no,yes,no
2439-LYPMQ,2016-12-01,2020-02-01,month-to-month,yes,electronic check,102.6,4009.2,male,1,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes
2439-QKJUL,2019-09-01,2020-02-01,month-to-month,no,mailed check,20.25,109.8,male,0,no,no,no,,,,,,,
2446-BEGGB,2019-06-01,2019-12-01,month-to-month,yes,electronic check,98.25,560.6,female,1,no,no,yes,fiber optic,no,yes,no,no,yes,yes
2446-PLQVO,2019-12-01,2020-01-01,month-to-month,yes,electronic check,70.3,70.3,male,0,no,no,no,fiber optic,no,no,no,no,no,no
2446-ZKVAF,2018-08-01,2020-02-01,month-to-month,no,credit card,56.8,1074.65,male,0,yes,no,yes,dsl,no,yes,no,no,no,no
2450-ZKEED,2019-03-01,2020-02-01,one year,no,bank transfer,53.8,651.55,female,0,no,no,no,dsl,no,no,yes,yes,no,no
2451-YMUXS,2014-07-01,2020-02-01,two year,yes,bank transfer,64.55,4250.1,male,1,no,no,yes,dsl,yes,yes,no,yes,no,no
2452-KDRRH,2014-07-01,2020-02-01,month-to-month,yes,credit card,101.4,6841.05,male,1,no,no,yes,fiber optic,no,no,yes,no,yes,yes
2452-MRMZF,2014-02-01,2020-02-01,two year,yes,credit card,25.7,1937.4,female,1,yes,no,yes,,,,,,,
2452-SNHFZ,2016-03-01,2020-02-01,month-to-month,no,credit card,75.45,3545.1,female,0,no,no,no,fiber optic,yes,no,no,no,no,no
2453-SAFNS,2015-08-01,2020-02-01,one year,no,mailed check,72.1,3886.05,female,1,no,no,yes,dsl,no,yes,no,yes,yes,no
2454-RPBRZ,2018-10-01,2019-10-01,month-to-month,yes,electronic check,98.1,1060.2,female,1,yes,no,yes,fiber optic,no,yes,yes,no,yes,no
2455-USLMV,2017-07-01,2020-02-01,month-to-month,yes,credit card,84.75,2613.4,female,0,no,no,yes,fiber optic,yes,no,yes,no,no,no
2458-EOMRE,2019-03-01,2020-02-01,month-to-month,no,bank transfer,64.05,733.95,female,0,no,no,no,dsl,yes,no,yes,no,no,yes
2460-FPSYH,,,,,,,,,,,,,dsl,yes,yes,no,no,yes,yes
2460-NGXBJ,2019-03-01,2020-02-01,month-to-month,yes,credit card,75.2,775.3,male,1,yes,yes,yes,fiber optic,no,no,no,no,no,no
2462-XIIJB,2019-07-01,2019-12-01,month-to-month,yes,electronic check,92.5,452.7,male,0,no,no,yes,fiber optic,no,no,yes,no,yes,no
2465-BLLEU,2020-01-01,2020-02-01,month-to-month,yes,mailed check,19.75,19.75,male,0,no,no,no,,,,,,,
2466-FCCPT,2018-06-01,2020-02-01,one year,no,bank transfer,19.7,395.6,female,0,yes,yes,no,,,,,,,
2466-NEJOJ,2019-06-01,2020-02-01,month-to-month,no,credit card,19.65,169.75,male,0,yes,yes,no,,,,,,,
2468-SJFLM,2020-01-01,2020-02-01,month-to-month,yes,mailed check,74.3,74.3,male,0,no,no,no,fiber optic,no,no,no,yes,no,no
2469-DTSGX,2014-02-01,2020-02-01,two year,no,electronic check,111.65,7943.45,female,1,no,no,yes,fiber optic,no,yes,yes,yes,yes,yes
2472-OVKUP,2019-07-01,2020-01-01,month-to-month,yes,electronic check,91.0,531.0,male,0,yes,no,no,fiber optic,no,yes,yes,no,no,yes
2474-BRUCM,2016-06-01,2019-10-01,month-to-month,no,electronic check,101.85,4086.3,male,1,yes,no,yes,fiber optic,yes,no,no,no,yes,yes
2474-LCNUE,2018-03-01,2020-02-01,month-to-month,yes,credit card,73.65,1642.75,female,0,yes,no,yes,dsl,no,no,no,yes,yes,yes
2475-MROZF,2017-08-01,2020-02-01,month-to-month,yes,credit card,95.0,2852.4,male,0,no,no,yes,fiber optic,yes,yes,yes,yes,no,no
2476-YGEFM,2017-09-01,2020-02-01,month-to-month,yes,credit card,76.0,2215.25,female,0,no,no,yes,fiber optic,no,no,no,no,no,no
2478-EEWWM,,,,,,,,,,,,,dsl,no,no,no,no,yes,yes
2479-BRAMR,2016-07-01,2019-12-01,month-to-month,yes,bank transfer,83.75,3273.55,male,1,yes,no,yes,fiber optic,yes,no,yes,no,no,no
2480-EJWYP,2015-04-01,2020-02-01,one year,yes,bank transfer,97.8,5458.8,female,1,yes,no,yes,fiber optic,no,yes,no,no,yes,yes
2480-JZOSN,2020-01-01,2020-02-01,month-to-month,yes,mailed check,20.65,20.65,female,0,yes,no,no,,,,,,,
2480-SQIOB,2019-10-01,2020-02-01,month-to-month,no,electronic check,44.8,169.65,male,0,yes,yes,no,dsl,no,no,no,no,no,no
2481-SBOYW,2015-01-01,2020-02-01,two year,yes,credit card,25.0,1498.35,female,0,no,yes,yes,,,,,,,
2482-CZGBB,2019-02-01,2019-12-01,month-to-month,yes,electronic check,70.0,740.0,male,0,no,no,no,fiber optic,no,no,no,no,no,no
2483-XSSMZ,2016-11-01,2020-02-01,one year,yes,electronic check,47.85,1886.4,female,0,no,no,no,dsl,yes,no,no,no,no,no
2484-DGXPZ,2017-06-01,2020-01-01,month-to-month,yes,mailed check,19.55,658.95,female,0,yes,yes,no,,,,,,,
