Customer_ID,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies
7055-HNEOJ,dsl,no,no,yes,yes,no,no
5514-YQENT,fiber optic,yes,yes,yes,yes,yes,yes
3211-AAPKX,fiber optic,no,no,no,yes,yes,yes
8445-DNBAE,dsl,no,no,no,no,no,no
2951-QOQTK,fiber optic,no,no,no,yes,no,no
6890-PFRQX,dsl,yes,no,yes,no,yes,no
0222-CNVPT,dsl,yes,no,no,no,yes,yes
5899-OUVKV,fiber optic,no,yes,no,no,yes,yes
1621-YNCJH,fiber optic,yes,yes,yes,yes,no,yes
3473-XIIIT,fiber optic,no,yes,no,no,yes,yes
6362-QHAFM,fiber optic,no,no,yes,yes,yes,yes
3070-BDOQC,fiber optic,no,yes,yes,no,yes,yes
2952-QAYZF,fiber optic,no,yes,yes,no,no,no
6234-PFPXL,fiber optic,yes,no,no,yes,yes,no
4763-PGDPO,fiber optic,no,no,no,no,no,no
4283-IVYCI,dsl,yes,no,no,yes,no,yes
1866-OBPNR,fiber optic,no,yes,no,no,no,no
8205-MQUGY,dsl,yes,no,no,no,no,no
8970-ANWXO,dsl,no,no,no,yes,yes,yes
9480-BQJEI,fiber optic,yes,yes,no,no,no,yes
5394-SVGJV,fiber optic,no,no,no,yes,yes,yes
9777-WJJPR,fiber optic,no,no,yes,no,yes,no
9283-LZQOH,fiber optic,no,no,no,no,no,no
7079-QRCBC,fiber optic,no,no,yes,no,yes,yes
9495-SKLKD,fiber optic,no,yes,yes,no,no,yes
6048-UWKAL,fiber optic,no,yes,no,yes,yes,yes
5469-CTCWN,fiber optic,yes,yes,no,no,yes,yes
9851-QXEEQ,fiber optic,no,yes,yes,no,yes,yes
6281-FKEWS,dsl,no,no,yes,no,yes,yes
8898-KASCD,dsl,no,no,yes,yes,no,no
9242-TKFSV,dsl,yes,yes,yes,yes,yes,yes
9290-SHCMB,fiber optic,no,no,yes,no,yes,yes
0743-HNPFG,dsl,yes,yes,no,yes,no,yes
2277-BKJKN,fiber optic,no,yes,yes,no,yes,yes
9809-IMGCQ,fiber optic,no,no,no,no,yes,yes
5208-HFSBT,dsl,no,yes,no,yes,no,no
5035-PGZXH,fiber optic,no,yes,yes,no,yes,yes
8695-WDYEA,dsl,yes,no,no,no,no,no
6543-JXSOO,dsl,yes,yes,no,yes,no,no
8016-ZMGMO,dsl,no,yes,yes,no,yes,no
3254-YRILK,fiber optic,no,yes,no,no,yes,no
6416-YJTTB,fiber optic,yes,no,yes,no,no,no
4472-VESGY,fiber optic,yes,yes,yes,no,no,yes
3128-YOVTD,fiber optic,yes,yes,no,no,no,no
0529-ONKER,fiber optic,no,no,no,no,no,no
1728-CXQBE,fiber optic,no,yes,yes,no,no,yes
7041-TXQJH,dsl,no,no,yes,no,no,yes
5724-BIDBU,dsl,yes,no,no,no,no,no
0481-SUMCB,fiber optic,no,no,yes,no,yes,yes
1769-GRUIK,fiber optic,no,no,no,no,no,no
5240-IJOQT,fiber optic,no,no,no,no,no,no
8819-WFGGJ,dsl,yes,no,yes,no,yes,yes
2811-POVEX,fiber optic,no,yes,yes,no,no,yes
1092-GANHU,fiber optic,no,no,yes,no,no,no
7898-PDWQE,dsl,yes,yes,yes,yes,no,yes
9314-IJWSQ,fiber optic,no,no,no,no,yes,no
0661-XEYAN,dsl,no,no,no,no,no,no
1921-KYSAY,dsl,no,no,yes,yes,no,yes
6198-RTPMF,fiber optic,no,no,no,no,yes,yes
2924-KHUVI,fiber optic,yes,no,no,no,yes,yes
7881-EVUAD,dsl,yes,yes,no,no,no,yes
9207-ZPANB,dsl,yes,yes,yes,yes,no,no
5766-XQXMQ,dsl,yes,yes,yes,no,no,yes
9327-QSDED,dsl,no,no,no,no,no,no
1656-DRSMG,fiber optic,no,yes,yes,yes,yes,yes
2984-AFWNC,fiber optic,no,yes,no,no,yes,yes
8096-LOIST,dsl,no,no,no,no,no,yes
3703-VAVCL,fiber optic,no,no,yes,yes,no,yes
8519-QJGJD,fiber optic,no,no,yes,no,no,no
7905-NJMXS,dsl,yes,yes,no,yes,no,no
2882-WDTBA,dsl,yes,yes,yes,yes,yes,no
2091-GPPIQ,dsl,no,yes,no,yes,yes,yes
6326-MTTXK,fiber optic,no,yes,no,no,yes,yes
5071-FBJFS,dsl,yes,no,no,no,no,no
2796-UUZZO,fiber optic,no,yes,yes,no,no,no
0330-IVZHA,fiber optic,no,no,no,no,no,no
3794-NFNCH,dsl,no,no,yes,no,no,no
5193-QLVZB,fiber optic,no,yes,yes,no,yes,yes
2886-KEFUM,fiber optic,no,yes,yes,no,yes,yes
5522-NYKPB,fiber optic,no,no,no,yes,yes,no
4237-RLAQD,dsl,no,no,no,no,no,no
9957-YODKZ,fiber optic,no,no,yes,no,no,no
2245-ADZFJ,dsl,no,yes,no,yes,yes,yes
7776-QGYJC,fiber optic,no,no,yes,yes,no,no
9651-GTSAQ,fiber optic,yes,yes,yes,no,yes,yes
3186-BAXNB,fiber optic,no,yes,no,yes,yes,no
4672-FOTSD,dsl,yes,yes,no,yes,no,no
0637-YLETY,fiber optic,no,yes,yes,no,no,yes
7338-ERIVA,dsl,yes,no,no,yes,yes,no
1157-BQCUW,fiber optic,no,no,no,no,no,no
8259-NFJTV,dsl,yes,no,no,yes,no,no
3223-DWFIO,fiber optic,no,no,no,no,no,no
2660-EMUBI,fiber optic,no,no,no,no,yes,yes
6968-GMKPR,fiber optic,no,yes,yes,no,no,no
4751-ERMAN,dsl,no,yes,yes,no,yes,yes
1436-ZMJAN,dsl,no,no,yes,no,yes,yes
3292-PBZEJ,fiber optic,no,yes,yes,yes,yes,yes
0799-DDIHE,dsl,no,no,no,no,no,no
7675-OZCZG,dsl,no,no,no,no,no,no
5014-WUQMG,fiber optic,yes,yes,yes,no,no,yes
2003-CKLOR,fiber optic,no,yes,yes,no,yes,yes
0993-OSGPT,dsl,no,yes,yes,yes,no,no
9254-RBFON,fiber optic,no,no,yes,yes,yes,yes
1205-WNWPJ,dsl,no,no,no,yes,yes,no
9391-EOYLI,fiber optic,no,no,no,no,no,yes
7108-DGVUU,dsl,no,yes,yes,no,no,yes
2782-JEEBU,dsl,no,yes,no,yes,no,no
5127-BZENZ,dsl,yes,no,no,no,yes,no
2720-FVBQP,dsl,no,no,no,no,no,no
9906-NHHVC,dsl,no,yes,yes,no,yes,yes
4522-XRWWI,dsl,yes,no,no,yes,yes,yes
3766-EJLFL,fiber optic,yes,no,yes,yes,yes,yes
8152-UOBNY,fiber optic,no,yes,no,yes,yes,yes
7351-KYHQH,dsl,no,yes,yes,no,yes,no
8387-MOJJT,fiber optic,no,no,no,no,yes,no
2761-OCIAX,fiber optic,no,yes,no,no,no,no
7321-VGNKU,fiber optic,no,no,no,no,no,no
5327-CNLUQ,fiber optic,yes,yes,yes,no,yes,no
5816-JMLGY,dsl,no,yes,yes,yes,yes,yes
3068-OMWZA,fiber optic,no,no,yes,no,yes,no
2927-QRRQV,fiber optic,no,yes,yes,no,yes,no
6032-KRXXO,fiber optic,no,no,no,no,yes,yes
7459-RRWQZ,dsl,yes,no,no,no,no,yes
6265-SXWBU,fiber optic,no,yes,yes,no,yes,no
6374-NTQLP,fiber optic,yes,no,yes,yes,yes,yes
4154-AQUGT,fiber optic,no,yes,no,yes,no,yes
3584-WKTTW,fiber optic,yes,no,yes,yes,yes,yes
3399-BMLVW,dsl,yes,yes,no,yes,no,no
1971-DTCZB,dsl,yes,yes,yes,yes,yes,yes
3092-IGHWF,fiber optic,no,yes,yes,no,no,no
3813-DHBBB,dsl,yes,yes,no,yes,no,yes
4939-KYYPY,dsl,no,no,yes,yes,no,no
8017-LXHFA,fiber optic,no,yes,no,no,yes,yes
5930-GBIWP,dsl,yes,yes,yes,yes,no,yes
6022-KOUQO,dsl,no,no,no,yes,no,no
6352-TWCAU,fiber optic,no,no,no,no,yes,no
2361-UPSND,dsl,yes,yes,no,yes,no,yes
6035-RIIOM,fiber optic,no,yes,no,no,yes,yes
2929-QNSRW,fiber optic,no,yes,no,no,yes,yes
1262-OPMFY,fiber optic,no,no,yes,no,no,no
9504-DSHWM,dsl,yes,no,no,yes,no,no
5035-BVCXS,fiber optic,no,yes,no,no,no,no
6267-DCFFZ,fiber optic,no,yes,no,no,yes,no
3533-UVMOM,dsl,yes,yes,yes,no,no,yes
2439-LYPMQ,fiber optic,no,yes,yes,no,yes,yes
4248-QPAVC,fiber optic,yes,no,yes,no,no,no
1899-VXWXM,fiber optic,no,yes,yes,no,yes,yes
1478-VPOAD,dsl,no,no,no,no,no,no
9995-HOTOH,dsl,yes,yes,yes,no,yes,yes
2988-PLAHS,dsl,no,no,yes,no,yes,yes
4999-IEZLT,dsl,no,no,no,yes,no,no
8883-ANODQ,fiber optic,no,yes,yes,no,no,no
4690-LLKUA,dsl,no,no,no,no,no,no
5980-BDHPY,dsl,yes,yes,yes,yes,yes,yes
9469-WEJBT,fiber optic,no,no,yes,yes,no,yes
3331-HQDTW,fiber optic,yes,yes,yes,no,yes,yes
9490-DFPMD,fiber optic,no,no,no,no,yes,no
2581-VKIRT,dsl,yes,yes,no,yes,no,no
5442-XSDCW,fiber optic,no,no,no,no,yes,no
7426-WEIJX,fiber optic,yes,no,no,no,no,no
2851-MMUTZ,dsl,no,yes,no,yes,no,no
3049-NDXFL,fiber optic,no,no,no,no,no,yes
8580-AECUZ,fiber optic,no,no,no,no,yes,no
3307-TLCUD,dsl,yes,no,yes,no,no,no
7963-GQRMY,dsl,no,no,no,no,no,no
8189-HBVRW,fiber optic,yes,yes,yes,no,no,no
1228-FZFRV,fiber optic,yes,no,yes,no,yes,yes
3500-NSDOA,dsl,no,yes,no,yes,no,yes
3761-FLYZI,fiber optic,no,yes,yes,no,yes,yes
2058-DCJBE,fiber optic,no,no,no,no,no,no
5364-XYIRR,fiber optic,no,no,no,no,yes,yes
4829-AUOAX,fiber optic,no,no,no,no,yes,yes
1219-NNDDO,fiber optic,no,no,no,no,no,no
9659-QEQSY,fiber optic,yes,yes,yes,yes,yes,yes
5405-ZMYXQ,fiber optic,no,no,no,no,no,no
5047-LHVLY,dsl,no,no,yes,no,no,no
1442-OKRJE,fiber optic,yes,yes,yes,no,yes,yes
4737-AQCPU,dsl,yes,yes,yes,yes,no,no
9158-VCTQB,fiber optic,yes,yes,yes,yes,yes,yes
6311-UEUME,fiber optic,no,no,no,no,yes,no
0793-TWELN,fiber optic,yes,no,no,no,no,no
1060-ENTOF,fiber optic,yes,yes,yes,yes,no,yes
0999-QXNSA,dsl,no,no,no,no,no,no
9225-BZLNZ,dsl,yes,yes,yes,no,yes,yes
4422-QVIJA,dsl,no,no,no,no,no,no
9365-SRSZE,fiber optic,no,no,no,no,no,no
6839-ITVZJ,dsl,no,yes,no,yes,no,no
0274-JKUJR,dsl,yes,yes,yes,no,yes,yes
5740-YHGTW,fiber optic,yes,yes,no,no,yes,no
1696-MZVAU,dsl,no,no,no,no,no,no
7359-WWYJV,fiber optic,yes,yes,yes,yes,yes,yes
0375-HVGXO,dsl,no,no,no,no,yes,no
4906-ZHGPK,dsl,no,yes,no,yes,yes,no
8593-WHYHV,fiber optic,no,no,no,no,no,yes
3795-GWTRD,dsl,yes,yes,yes,yes,yes,no
1298-PHBTI,fiber optic,no,yes,no,yes,no,no
6097-EQISJ,fiber optic,no,yes,yes,no,yes,yes
4423-YLHDV,fiber optic,yes,no,yes,no,yes,yes
8158-WPEZG,dsl,no,yes,no,yes,no,no
0107-YHINA,fiber optic,no,no,yes,no,yes,yes
4918-FYJNT,fiber optic,no,yes,yes,yes,no,no
0727-BNRLG,fiber optic,no,yes,yes,yes,yes,no
4854-CIDCF,fiber optic,no,no,yes,no,no,no
8640-SDGKB,dsl,no,no,yes,yes,yes,yes
3280-MRDOF,dsl,no,no,yes,yes,yes,no
6435-SRWBJ,fiber optic,no,no,yes,yes,no,no
6303-KFWSL,dsl,no,yes,no,no,no,no
1702-CCFNJ,dsl,no,yes,no,yes,no,no
8932-CZHRQ,dsl,yes,yes,yes,no,no,yes
5515-RUGKN,dsl,no,no,no,no,no,yes
2081-VEYEH,fiber optic,no,yes,yes,yes,yes,yes
6407-UTSLV,fiber optic,no,yes,no,no,yes,no
4116-TZAQJ,fiber optic,yes,no,no,no,no,no
9060-HJJRW,dsl,no,yes,yes,no,yes,yes
7398-SKNQZ,fiber optic,no,no,no,no,yes,yes
5935-FCCNB,fiber optic,no,no,no,no,yes,yes
1958-RNRKS,dsl,no,no,no,no,no,no
5136-RGMZO,dsl,no,yes,no,yes,yes,no
8345-MVDYC,dsl,yes,no,yes,yes,yes,yes
8226-BXGES,fiber optic,yes,yes,yes,no,no,no
3877-JRJIP,dsl,no,no,no,no,yes,no
8375-DKEBR,fiber optic,no,no,no,no,no,no
9705-IOVQQ,fiber optic,no,yes,no,no,yes,yes
7511-YMXVQ,dsl,no,no,no,no,yes,yes
2040-XBAVJ,fiber optic,yes,yes,yes,yes,yes,yes
8887-IPQNC,dsl,no,no,no,no,no,no
8646-JCOMS,fiber optic,no,yes,yes,yes,no,no
9804-ICWBG,fiber optic,no,no,no,no,no,no
0106-GHRQR,dsl,no,yes,yes,no,no,yes
5318-IXUZF,fiber optic,no,yes,no,no,yes,no
8952-WCVCD,fiber optic,yes,yes,yes,no,yes,yes
3963-RYFNS,fiber optic,yes,yes,yes,yes,yes,yes
3198-VELRD,fiber optic,no,no,no,no,no,yes
1320-REHCS,fiber optic,no,yes,yes,yes,yes,yes
4137-JOPHL,fiber optic,no,no,yes,yes,no,yes
9436-ZBZCT,fiber optic,no,no,no,yes,yes,no
7801-CEDNV,dsl,yes,no,no,no,no,no
2057-BOYKM,fiber optic,yes,yes,yes,yes,no,no
3658-QQJYD,dsl,yes,yes,no,no,yes,yes
1803-BGNBD,dsl,no,yes,no,yes,no,no
0134-XWXCE,dsl,no,no,yes,yes,yes,yes
6950-TWMYB,fiber optic,no,yes,no,yes,no,no
2511-MORQY,dsl,no,no,yes,no,no,no
9470-XCCEM,fiber optic,no,yes,no,no,yes,no
6519-CFDBX,dsl,no,no,no,no,no,no
3902-MIVLE,dsl,yes,no,yes,yes,no,yes
0409-WTMPL,fiber optic,yes,yes,yes,no,yes,yes
3669-WHAFY,fiber optic,yes,yes,yes,yes,yes,yes
3055-VTCGS,dsl,no,no,yes,no,no,yes
3144-KMTWZ,fiber optic,no,yes,yes,no,no,yes
7279-BUYWN,fiber optic,yes,yes,yes,no,yes,yes
7156-MHUGY,fiber optic,no,no,no,no,yes,yes
7198-GLXTC,fiber optic,no,no,no,no,yes,no
5207-PLSTK,dsl,yes,no,no,no,no,no
2307-FYNNL,fiber optic,yes,no,yes,yes,yes,yes
2155-AMQRX,dsl,no,no,no,yes,no,no
5091-HFAZW,fiber optic,yes,yes,no,no,yes,no
2519-LBNQL,fiber optic,no,yes,yes,no,yes,yes
8623-ULFNQ,dsl,no,no,no,yes,no,yes
8380-PEFPE,fiber optic,no,no,no,no,no,no
1568-LJSZU,dsl,yes,yes,yes,yes,yes,yes
7530-HDYDS,fiber optic,no,yes,yes,yes,no,no
7789-HKSBS,fiber optic,yes,no,yes,no,yes,yes
2586-CWXVV,dsl,no,yes,no,no,no,no
3096-IZETN,fiber optic,no,no,no,no,no,yes
2348-KCJLT,dsl,yes,yes,yes,no,no,no
8401-EMUWF,dsl,yes,yes,no,no,yes,no
5377-NDTOU,dsl,yes,yes,yes,yes,yes,yes
5922-ABDVO,fiber optic,no,no,yes,no,no,yes
2474-LCNUE,dsl,no,no,no,yes,yes,yes
9172-ANCRX,fiber optic,yes,no,no,no,yes,yes
6650-VJONK,dsl,no,no,no,no,no,no
2178-PMGCJ,fiber optic,no,no,no,no,no,no
7492-TAFJD,dsl,yes,yes,yes,no,no,no
2773-MADBQ,dsl,yes,yes,yes,yes,no,yes
7860-KSUGX,dsl,yes,yes,yes,no,no,no
6910-HADCM,fiber optic,no,no,yes,no,no,no
4816-LXZYW,fiber optic,no,yes,no,no,no,no
9606-PBKBQ,fiber optic,no,no,no,no,no,yes
5149-QYTTU,fiber optic,yes,yes,yes,yes,no,no
2070-XYMFH,fiber optic,no,no,yes,no,no,no
2085-BOJKI,fiber optic,no,no,yes,no,yes,yes
0817-HSUSE,dsl,no,no,yes,yes,yes,yes
5663-QBGIS,fiber optic,no,yes,no,no,yes,yes
4450-MDZFX,fiber optic,no,no,no,no,no,no
6701-DHKWQ,dsl,no,yes,yes,yes,yes,no
7554-AKDQF,dsl,no,no,no,no,no,no
3536-IQCTX,fiber optic,no,no,no,no,no,yes
4911-BANWH,fiber optic,no,no,no,no,yes,no
8496-EJAUI,fiber optic,no,yes,no,no,no,no
5423-BHIXO,dsl,no,yes,no,no,no,no
6908-VVYHM,fiber optic,no,yes,no,no,no,yes
2959-EEXWB,dsl,yes,no,no,no,yes,yes
3030-YDNRM,fiber optic,no,no,no,no,no,no
3402-XRIUO,dsl,yes,yes,no,yes,no,no
3132-TVFDZ,dsl,no,no,no,no,yes,yes
8286-AFUYI,dsl,yes,no,no,no,no,no
8080-DDEMJ,dsl,no,no,no,no,no,no
8356-WUAOJ,dsl,no,no,no,no,no,no
6365-MTGZX,fiber optic,no,no,no,yes,yes,yes
8058-DMYRU,fiber optic,no,yes,no,no,no,yes
6990-YNRIO,fiber optic,yes,no,yes,yes,yes,yes
6959-GQEGV,dsl,yes,no,yes,no,yes,yes
1265-HVPZB,dsl,yes,yes,yes,no,yes,no
4115-UMJFQ,dsl,no,yes,yes,no,no,no
0621-TWIEM,dsl,no,no,no,no,no,no
3537-RYBHH,dsl,yes,yes,yes,no,no,no
2485-ITVKB,dsl,no,no,no,no,no,yes
3669-OYSJI,dsl,no,no,no,no,no,no
1612-EOHDH,dsl,no,no,no,no,no,no
6702-OHFWR,dsl,no,yes,yes,no,no,yes
4510-PYUSH,dsl,yes,yes,no,no,no,no
9359-JANWS,dsl,yes,no,yes,yes,no,no
7517-SAWMO,fiber optic,yes,no,no,no,no,no
4143-HHPMK,fiber optic,no,yes,no,no,no,yes
7054-LGEQW,dsl,no,no,no,no,no,no
0523-VNGTF,dsl,no,yes,yes,yes,yes,no
7105-MXJLL,dsl,no,no,yes,no,no,yes
7064-FRRSW,fiber optic,no,yes,no,no,yes,yes
7940-UQQUG,fiber optic,yes,no,no,yes,yes,yes
0923-PNFUB,fiber optic,no,yes,no,no,yes,no
3961-SXAXY,dsl,no,no,no,no,no,no
3566-HJGPK,dsl,no,no,no,no,no,no
3062-ICYZQ,fiber optic,yes,yes,no,no,no,yes
0973-KYVNF,dsl,yes,yes,yes,no,yes,no
5129-HHMZC,dsl,yes,yes,no,yes,yes,yes
9637-CDTKZ,fiber optic,yes,yes,yes,yes,yes,yes
3946-JEWRQ,fiber optic,no,no,no,no,yes,yes
7873-CVMAW,dsl,yes,yes,yes,yes,yes,yes
3494-JCHRQ,fiber optic,no,no,no,no,no,no
6474-FVJLC,fiber optic,no,no,no,no,no,yes
4524-QCSSM,dsl,yes,yes,no,no,no,yes
5832-EXGTT,dsl,yes,no,no,no,no,yes
8840-DQLGN,fiber optic,yes,yes,no,yes,yes,no
2039-JONDJ,dsl,yes,yes,no,no,no,no
7217-JYHOQ,dsl,yes,yes,no,yes,no,yes
6695-FRVEC,dsl,yes,no,yes,yes,no,no
4547-LYTDD,fiber optic,no,no,no,no,no,no
9894-QMIMJ,dsl,no,yes,yes,no,no,no
8069-YQQAJ,dsl,no,yes,no,no,no,no
4193-ORFCL,dsl,no,no,no,no,no,no
1636-NTNCO,dsl,no,yes,no,no,yes,yes
3466-WAESX,dsl,yes,yes,no,no,no,yes
9281-PKKZE,dsl,no,no,no,no,yes,yes
3638-VBZTA,dsl,yes,yes,no,yes,yes,yes
7459-IMVYU,dsl,yes,yes,yes,yes,no,no
7776-QWNFX,dsl,no,yes,no,no,no,no
6689-TCZHQ,fiber optic,no,no,no,no,no,yes
8563-OYMQY,fiber optic,no,yes,yes,no,no,yes
1951-IEYXM,dsl,yes,yes,yes,yes,yes,yes
3318-NMQXL,fiber optic,no,no,no,no,yes,yes
3143-ILDAL,fiber optic,no,yes,no,yes,no,yes
2361-FJWNO,dsl,no,yes,no,yes,no,no
2272-UOINI,dsl,yes,yes,no,yes,yes,yes
6637-KYRCV,dsl,no,yes,no,no,no,no
5668-MEISB,fiber optic,yes,yes,yes,yes,yes,no
7188-CBBBA,fiber optic,no,yes,yes,no,yes,no
5356-CSVSQ,dsl,no,no,no,yes,yes,no
3221-CJMSG,dsl,no,no,no,yes,no,no
4720-VSTSI,fiber optic,no,yes,yes,no,no,no
3219-JQRSL,dsl,yes,yes,yes,yes,yes,yes
2801-NISEI,dsl,yes,no,no,yes,no,no
3946-MHCZW,dsl,no,no,yes,no,no,no
6732-VAILE,dsl,no,yes,yes,yes,yes,yes
8201-AAXCB,dsl,no,no,no,no,yes,no
1845-CSBRZ,fiber optic,no,no,no,no,yes,no
2123-VSCOT,dsl,no,no,yes,yes,yes,no
6651-AZVTJ,fiber optic,no,no,yes,no,yes,yes
4566-GOLUK,fiber optic,no,no,yes,yes,yes,yes
2018-QKYGT,fiber optic,no,no,no,no,no,yes
7409-JURKQ,fiber optic,no,yes,yes,yes,yes,yes
4587-NUKOX,fiber optic,yes,yes,no,no,no,no
2239-CGBUZ,dsl,yes,yes,no,yes,no,no
4890-VMUAV,dsl,yes,yes,yes,yes,no,no
9261-WDCAF,dsl,no,no,no,no,no,yes
7442-YGZFK,dsl,no,no,no,no,no,no
0420-BWTPW,dsl,no,no,no,no,no,no
7449-HVPIV,fiber optic,no,no,yes,no,yes,no
5504-WSIUR,fiber optic,no,yes,yes,yes,no,no
8183-ONMXC,fiber optic,no,no,no,no,no,yes
8466-PZBLH,fiber optic,yes,no,no,yes,yes,yes
9614-RMGHA,fiber optic,no,yes,no,no,yes,no
8735-IJJEG,dsl,no,no,yes,no,no,no
0564-MUUQK,fiber optic,no,no,yes,yes,no,yes
5054-IEXZT,fiber optic,no,yes,no,no,no,no
5834-ASPWA,fiber optic,no,no,no,no,no,no
0701-RFGFI,fiber optic,no,no,no,no,yes,yes
0019-EFAEP,fiber optic,yes,yes,yes,no,yes,no
5619-PTMIK,dsl,yes,no,no,no,no,no
3737-XBQDD,fiber optic,no,yes,yes,no,no,no
5882-CMAZQ,dsl,no,yes,no,yes,no,no
5846-QFDFI,fiber optic,no,yes,yes,yes,no,no
4445-KWOKW,dsl,yes,yes,no,no,no,no
3511-APPBJ,fiber optic,yes,no,yes,no,yes,yes
7967-HYCDE,fiber optic,no,no,no,no,no,no
2430-RRYUW,dsl,yes,yes,no,no,no,no
3948-XHGNA,dsl,yes,no,no,no,no,no
3723-BFBGR,dsl,no,yes,no,no,no,no
0565-IYCGT,dsl,yes,yes,yes,yes,no,yes
5447-WZAFP,fiber optic,no,yes,yes,no,yes,yes
5110-CHOPY,dsl,yes,no,yes,no,yes,yes
5445-UTODQ,fiber optic,no,no,no,no,yes,no
7892-QVYKW,fiber optic,no,no,no,no,no,yes
9675-ICXCT,dsl,yes,no,yes,yes,yes,yes
1024-VRZHF,fiber optic,no,no,no,no,no,no
9497-QCMMS,fiber optic,no,no,no,no,yes,yes
5692-ICXLW,fiber optic,no,yes,no,no,yes,no
0602-DDUML,dsl,no,yes,yes,yes,yes,no
1960-UYCNN,fiber optic,no,yes,yes,no,no,yes
0348-SDKOL,fiber optic,no,no,yes,yes,yes,yes
7336-RLLRH,dsl,yes,no,no,yes,yes,yes
4373-MAVJG,fiber optic,no,yes,no,no,no,yes
8901-HJXTF,dsl,no,yes,no,no,no,no
7710-JSYOA,fiber optic,no,yes,no,yes,no,yes
5419-KLXBN,fiber optic,no,yes,yes,no,yes,no
3424-NMNBO,fiber optic,yes,yes,yes,no,yes,yes
9885-MFVSU,dsl,yes,no,no,yes,yes,no
4514-GFCFI,fiber optic,no,no,no,no,yes,no
0607-MVMGC,dsl,no,yes,yes,no,yes,yes
3365-SAIGS,fiber optic,no,yes,no,no,yes,no
9828-AOQLM,dsl,no,no,no,no,no,no
8000-REIQB,fiber optic,no,no,no,no,no,no
9993-LHIEB,dsl,yes,no,yes,yes,no,yes
0266-CLZKZ,fiber optic,no,no,yes,yes,yes,yes
7615-ESMYF,dsl,no,no,no,no,yes,yes
3858-VOBET,fiber optic,no,no,no,no,no,no
7020-OZKXZ,fiber optic,no,no,yes,no,no,no
0017-DINOC,dsl,yes,no,no,yes,yes,no
1447-PJGGA,fiber optic,no,no,yes,no,yes,yes
8565-CLBZW,fiber optic,no,no,yes,no,yes,no
9139-WQQDY,fiber optic,no,yes,no,no,yes,yes
0224-HJAPT,dsl,no,no,no,no,no,no
8086-OVPWV,fiber optic,no,no,no,no,no,yes
9430-FRQOC,fiber optic,no,no,yes,yes,no,no
7639-OPLNG,dsl,yes,yes,yes,yes,yes,no
3074-GQWYX,fiber optic,no,no,no,no,no,no
1492-QGCLU,dsl,yes,no,yes,yes,yes,yes
6845-RGTYS,fiber optic,yes,yes,yes,no,yes,no
4418-LZMSV,dsl,no,yes,yes,yes,no,no
5155-AZQPB,dsl,no,no,no,no,no,no
8861-HGGKB,fiber optic,no,no,no,no,no,yes
7065-YUNRY,dsl,no,no,no,no,no,no
7694-VLBWQ,fiber optic,no,yes,yes,no,yes,yes
2546-KZAAT,dsl,yes,yes,no,no,yes,yes
0181-RITDD,fiber optic,yes,yes,yes,yes,yes,yes
5989-PGKJB,fiber optic,no,yes,no,no,no,yes
4795-KTRTH,fiber optic,no,yes,no,no,no,no
8272-ONJLV,fiber optic,no,no,yes,no,yes,yes
1488-PBLJN,fiber optic,yes,yes,yes,yes,yes,yes
0308-GIQJT,fiber optic,no,yes,no,yes,yes,yes
6481-OGDOO,fiber optic,yes,yes,no,no,no,yes
3090-LETTY,dsl,yes,yes,no,no,no,no
5349-AZPEW,dsl,no,no,no,no,no,no
3753-TSEMP,fiber optic,no,no,no,no,yes,yes
9720-JJJOR,dsl,yes,yes,yes,no,no,no
8100-HZZLJ,dsl,yes,yes,no,no,no,yes
8775-ERLNB,fiber optic,no,no,no,no,no,no
8309-IEYJD,fiber optic,no,no,no,no,no,no
9172-JITSM,fiber optic,no,no,no,no,yes,yes
6298-QDFNH,fiber optic,no,yes,no,no,no,no
7398-HPYZQ,dsl,yes,yes,yes,yes,yes,yes
7361-YPXFS,dsl,no,yes,yes,yes,no,no
6557-BZXLQ,fiber optic,no,no,no,no,no,no
7519-JTWQH,fiber optic,no,yes,yes,yes,yes,yes
2538-OIMXF,dsl,no,no,no,no,no,no
8543-MSDMF,dsl,yes,no,yes,no,yes,yes
9961-JBNMK,fiber optic,no,no,yes,no,yes,yes
1170-SASML,fiber optic,no,yes,yes,no,no,no
4872-JCVCA,dsl,yes,yes,yes,yes,no,no
2038-LLMLM,fiber optic,no,no,yes,yes,yes,yes
6173-ITPWD,fiber optic,no,yes,yes,no,no,no
9734-UYXQI,dsl,no,no,no,no,no,no
1216-BGTSP,fiber optic,yes,no,yes,yes,yes,yes
4138-NAXED,fiber optic,no,yes,no,no,no,no
2189-UXTKY,dsl,yes,no,no,yes,yes,yes
0744-BIKKF,dsl,yes,yes,yes,yes,yes,yes
7483-IQWIB,fiber optic,no,yes,yes,no,yes,no
5248-KWLAR,dsl,yes,yes,yes,yes,yes,yes
4958-GZWIY,dsl,no,no,yes,no,no,no
7833-PKIHD,dsl,yes,no,no,yes,yes,yes
5153-RTHKF,fiber optic,no,no,no,no,yes,no
4832-VRBMR,fiber optic,no,yes,yes,no,yes,yes
9079-LWTFD,fiber optic,yes,yes,no,yes,yes,no
6356-ELRKD,fiber optic,yes,no,no,no,yes,yes
8624-GIOUT,dsl,yes,yes,no,no,no,no
3392-EHMNK,fiber optic,no,yes,no,yes,yes,no
