Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Year,Month,Day,dow
0.0,1.0,2.0,0.33222343083045236,-0.5413954096084911,0.0,-0.4067735777920399,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-1.2405116994269172,0.0,0.3596220359405314
0.0,1.0,1.0,0.8266431074789112,0.41303527156692355,1.0,-0.4067735777920399,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2652600212837734,0.16450641832456311,0.0,0.857784180012439
1.0,0.0,3.0,-1.096920012616088,-0.41466902933102706,0.0,-0.4067735777920399,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,-0.6785044523263251,0.0,0.3596220359405314
2.0,0.0,3.0,-1.2469677751810433,-1.4712049654728556,0.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.11649720522573294,0.0,0.857784180012439
0.0,1.0,2.0,0.5782033694615264,-0.4291520442198801,1.0,-0.4067735777920399,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7884067344461442,1.2885209125257473,0.0,-0.13854010813137618
1.0,1.0,1.0,0.32730383205783087,0.9322513553323046,0.0,-0.4067735777920399,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.304180118203339,1.2885209125257473,0.0,0.857784180012439
0.0,0.0,1.0,-1.2617265714989077,-1.4002381925174756,1.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.397500828776029,0.0,-0.6367022522032838
0.0,0.0,2.0,-0.45491237278898466,0.12337497378986297,0.0,-0.4067735777920399,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2652600212837734,-0.9595080758766211,0.0,-0.6367022522032838
0.0,0.0,2.0,0.28302744310423755,-0.07069742572076762,1.0,-0.4067735777920399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7884067344461442,-0.11649720522573294,0.0,0.3596220359405314
2.0,0.0,3.0,-1.2322089788631787,-0.47477354111976716,0.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7810334050409682,0.16450641832456311,0.0,-0.6367022522032838
2.0,0.0,3.0,-1.210070784386382,-1.0128175442406573,1.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884067344461442,-1.2405116994269172,0.0,-0.13854010813137618
1.0,1.0,1.0,-1.0649426205940484,-0.6116380318194282,0.0,-0.4067735777920399,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,-0.6785044523263251,0.0,0.857784180012439
2.0,1.0,0.0,1.589180917235241,1.6477122908416444,0.0,2.4583700972613354,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
2.0,0.0,1.0,-1.276485367816772,-0.24883850885365988,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
2.0,0.0,1.0,0.7872863172979394,1.373983309442322,0.0,-0.4067735777920399,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-0.6785044523263251,0.0,-1.1348643962751914
1.0,0.0,2.0,1.2472688025380478,0.357999814989282,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2652600212837734,1.0075172889754513,0.0,1.3559463240843466
1.0,0.0,3.0,0.9939094657480416,0.6911091574329017,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.25788669187859736,0.16450641832456311,0.0,0.3596220359405314
0.0,0.0,2.0,0.1526580756297683,-0.9563337861741303,0.0,-0.4067735777920399,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.11649720522573294,0.0,0.857784180012439
2.0,0.0,3.0,-1.229749179476868,-0.8129519387744853,1.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,-0.397500828776029,0.0,-1.633026540347099
2.0,1.0,3.0,-1.2543471733399754,-0.41973808454212563,0.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7810334050409682,-0.6785044523263251,0.0,-0.6367022522032838
0.0,1.0,0.0,0.9914496663617309,0.6831434992440325,0.0,-0.4067735777920399,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.25788669187859736,0.7265136654251553,0.0,-0.13854010813137618
2.0,1.0,1.0,1.7884246675264108,1.6614711549860546,0.0,-0.4067735777920399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-0.6785044523263251,0.0,-1.1348643962751914
2.0,0.0,0.0,-1.0747818181392914,0.03575273371230214,1.0,2.4583700972613354,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,2.0,0.5363867798942439,-0.29083925203133365,0.0,-0.4067735777920399,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7884067344461442,1.0075172889754513,0.0,-1.633026540347099
2.0,0.0,1.0,-1.2617265714989077,-0.9881964189296071,1.0,-0.4067735777920399,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,1.2885209125257473,0.0,-0.6367022522032838
0.0,1.0,2.0,0.7897461166842501,-0.6145346347971988,1.0,2.4583700972613354,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3115534476085149,-0.9595080758766211,0.0,0.3596220359405314
0.0,1.0,2.0,0.35190182592093827,-1.4632393072839864,0.0,-0.4067735777920399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3115534476085149,1.2885209125257473,0.0,0.3596220359405314
0.0,1.0,2.0,0.374040020397735,-1.4668600610061997,0.0,-0.4067735777920399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3115534476085149,1.2885209125257473,0.0,0.3596220359405314
1.0,1.0,0.0,-1.2543471733399754,-0.545740314075147,0.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7810334050409682,1.2885209125257473,0.0,1.3559463240843466
1.0,1.0,0.0,0.012449510610056074,1.0046664297765697,0.0,-0.4067735777920399,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.304180118203339,0.16450641832456311,0.0,-1.1348643962751914
2.0,0.0,1.0,-1.0452642255035625,-0.05838686306524255,0.0,-0.4067735777920399,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,0.7265136654251553,0.0,-1.633026540347099
2.0,1.0,0.0,-0.7058119101926802,0.6628672783996383,1.0,-0.4067735777920399,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.304180118203339,0.16450641832456311,0.0,-1.1348643962751914
2.0,0.0,2.0,1.4784899448512576,1.18497996514279,0.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.7810334050409682,0.7265136654251553,0.0,-1.1348643962751914
0.0,0.0,2.0,1.1783944197213472,0.9829419074432902,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.25788669187859736,-1.5215153229772131,0.0,0.3596220359405314
0.0,1.0,1.0,1.0308064565427026,-0.6565353779748727,1.0,-0.4067735777920399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3115534476085149,-0.6785044523263251,0.0,-1.633026540347099
2.0,0.0,3.0,-1.2518873739536647,-1.5791034263948107,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,1.0075172889754513,0.0,-1.1348643962751914
0.0,1.0,1.0,0.9988290645206631,-0.765882140385713,0.0,2.4583700972613354,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.3115534476085149,-0.397500828776029,0.0,-0.6367022522032838
1.0,0.0,3.0,-1.2248295807042464,-1.3046502942510456,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.6785044523263251,0.0,-1.633026540347099
2.0,0.0,1.0,1.8646784485020438,1.5231583627975083,0.0,-0.4067735777920399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.7810334050409682,-1.5215153229772131,0.0,-0.13854010813137618
1.0,0.0,3.0,-1.2445079757947324,-1.5371026832171368,0.0,-0.4067735777920399,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,0.16450641832456311,0.0,-1.633026540347099
1.0,1.0,0.0,0.829102906865222,0.5296235414221905,1.0,-0.4067735777920399,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2652600212837734,-1.5215153229772131,0.0,1.3559463240843466
0.0,0.0,3.0,-1.2420481764084217,-1.339409529984293,0.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-1.2405116994269172,0.0,0.3596220359405314
0.0,1.0,1.0,-0.9616310463689972,-1.0678530008182987,1.0,-0.4067735777920399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.9595080758766211,0.0,0.3596220359405314
0.0,1.0,0.0,0.07640429465413533,-0.8940568221520624,0.0,2.4583700972613354,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3115534476085149,-0.11649720522573294,0.0,0.857784180012439
2.0,0.0,2.0,0.17479627010656495,1.1132890414429675,0.0,-0.4067735777920399,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.304180118203339,-0.9595080758766211,0.0,0.857784180012439
0.0,0.0,3.0,-1.2346687782494894,-1.391548383584164,0.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.397500828776029,0.0,-0.6367022522032838
0.0,1.0,3.0,-0.8656988703028784,-0.14383665090947542,0.0,-0.4067735777920399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2652600212837734,0.16450641832456311,0.0,0.857784180012439
0.0,1.0,2.0,0.7577687246622106,-0.14673325388724603,0.0,2.4583700972613354,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7884067344461442,0.4455100418748592,0.0,-0.6367022522032838
2.0,1.0,2.0,1.7712060718222358,1.689713034019318,0.0,2.4583700972613354,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
2.0,0.0,0.0,-1.1288974046381277,0.014752362123465248,0.0,2.4583700972613354,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,2.0,0.6077209620972553,1.1871524173761179,1.0,2.4583700972613354,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.304180118203339,0.7265136654251553,0.0,-1.633026540347099
1.0,1.0,1.0,-0.5410053513098606,0.2109972138674238,0.0,-0.4067735777920399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.25788669187859736,1.2885209125257473,0.0,-1.1348643962751914
2.0,1.0,0.0,-1.2248295807042464,-0.7217089449747113,1.0,-0.4067735777920399,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,1.2885209125257473,0.0,-1.1348643962751914
0.0,1.0,2.0,-0.8484802745987032,-1.638483787439108,0.0,2.4583700972613354,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,1.5695245360760435,0.0,1.3559463240843466
1.0,1.0,1.0,1.0332662559290136,1.47174365994208,0.0,-0.4067735777920399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.304180118203339,-0.9595080758766211,0.0,0.857784180012439
1.0,1.0,0.0,1.370258771853585,1.41163914815334,0.0,-0.4067735777920399,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.7810334050409682,-1.5215153229772131,0.0,-0.13854010813137618
1.0,0.0,1.0,-0.5434651506961713,0.5745208875776349,0.0,-0.4067735777920399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.304180118203339,1.2885209125257473,0.0,0.857784180012439
1.0,0.0,1.0,1.2644873982422231,0.3855175432781028,1.0,-0.4067735777920399,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2652600212837734,0.7265136654251553,0.0,0.3596220359405314
0.0,1.0,3.0,-0.48934956419733505,-0.43422109943097864,0.0,-0.4067735777920399,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7884067344461442,0.16450641832456311,0.0,1.3559463240843466
0.0,1.0,1.0,0.05180630079102792,0.16899647068975002,0.0,2.4583700972613354,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,0.16450641832456311,0.0,0.857784180012439
1.0,0.0,2.0,-0.2704274188156791,0.3739311313670204,1.0,-0.4067735777920399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.25788669187859736,-0.11649720522573294,0.0,-0.6367022522032838
1.0,0.0,3.0,-1.249427574567354,-0.5920859617194767,0.0,-0.4067735777920399,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,-1.2405116994269172,0.0,-1.633026540347099
0.0,0.0,0.0,-0.8681586696891891,-0.35963357275338553,1.0,-0.4067735777920399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2652600212837734,1.5695245360760435,0.0,0.3596220359405314
0.0,0.0,2.0,1.0037486632932846,-0.40742752188660053,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3115534476085149,-1.2405116994269172,0.0,0.3596220359405314
2.0,1.0,3.0,-1.2445079757947324,-0.5066361738752438,1.0,-0.4067735777920399,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,-1.2405116994269172,0.0,-1.633026540347099
1.0,1.0,2.0,1.5965603153941732,1.1103924384651969,1.0,-0.4067735777920399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.7810334050409682,1.5695245360760435,0.0,-1.1348643962751914
1.0,1.0,1.0,-1.2420481764084217,-0.8549526819521591,0.0,-0.4067735777920399,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,-0.9595080758766211,0.0,-0.6367022522032838
0.0,0.0,0.0,0.30762543696734496,0.1349613857009454,0.0,-0.4067735777920399,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2652600212837734,1.5695245360760435,0.0,0.3596220359405314
0.0,1.0,2.0,-0.7230305058968554,-0.22494153428705238,1.0,-0.4067735777920399,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2652600212837734,1.2885209125257473,0.0,-0.6367022522032838
2.0,1.0,1.0,-0.13267865318227762,0.6643155798885236,0.0,-0.4067735777920399,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7810334050409682,0.16450641832456311,0.0,-0.6367022522032838
2.0,1.0,0.0,-1.210070784386382,-0.6775357495637095,0.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,0.4455100418748592,0.0,-1.633026540347099
0.0,0.0,1.0,0.7700677215937642,0.9590449328766828,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.7810334050409682,0.4455100418748592,0.0,0.857784180012439
2.0,1.0,3.0,-1.2469677751810433,-0.6427765138304623,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,0.7265136654251553,0.0,-0.13854010813137618
1.0,0.0,2.0,1.2497286019243588,0.9264581493767634,0.0,2.4583700972613354,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.25788669187859736,-0.6785044523263251,0.0,0.3596220359405314
1.0,0.0,0.0,0.07886409404044607,0.6599706754218677,0.0,-0.4067735777920399,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.7810334050409682,0.7265136654251553,0.0,-1.1348643962751914
2.0,1.0,0.0,0.9939094657480416,1.1893248696094458,0.0,-0.4067735777920399,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.7810334050409682,-1.5215153229772131,0.0,-0.13854010813137618
1.0,1.0,1.0,1.4883291423965006,1.629608522230578,0.0,2.4583700972613354,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
2.0,0.0,0.0,0.46997219646385385,1.216118447153824,1.0,-0.4067735777920399,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.304180118203339,-0.11649720522573294,0.0,1.3559463240843466
1.0,0.0,0.0,0.34698222714831684,0.3246888807449201,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,-0.397500828776029,0.0,-1.633026540347099
1.0,1.0,1.0,-0.4696711691068491,0.5122439235555668,0.0,-0.4067735777920399,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.7810334050409682,-0.11649720522573294,0.0,-1.633026540347099
0.0,0.0,2.0,-0.30732440961034024,-1.4111004536841154,0.0,-0.4067735777920399,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.3115534476085149,1.2885209125257473,0.0,0.3596220359405314
0.0,0.0,3.0,-0.8632390709165676,-1.5356543817282515,1.0,-0.4067735777920399,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3115534476085149,1.5695245360760435,0.0,1.3559463240843466
2.0,0.0,3.0,-1.2641863708852183,-0.5609474797084427,1.0,-0.4067735777920399,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,-0.9595080758766211,0.0,-1.1348643962751914
2.0,1.0,1.0,-1.1116788089339524,-1.033817915829494,0.0,-0.4067735777920399,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884067344461442,0.4455100418748592,0.0,-0.6367022522032838
2.0,0.0,1.0,-1.2149903831590037,-0.6456731168082329,0.0,-0.4067735777920399,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,0.7265136654251553,0.0,-0.13854010813137618
0.0,0.0,0.0,-0.8829174660070536,-0.8375730640855356,1.0,-0.4067735777920399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7884067344461442,1.5695245360760435,0.0,0.857784180012439
2.0,1.0,1.0,1.6629748988245632,1.646263989352759,1.0,-0.4067735777920399,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,2.0,0.875839095205126,-0.11631892262065467,1.0,2.4583700972613354,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7884067344461442,1.0075172889754513,0.0,-1.633026540347099
2.0,0.0,1.0,-1.2986235622935687,-1.188062024395779,1.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884067344461442,1.0075172889754513,0.0,-1.633026540347099
2.0,0.0,1.0,-1.0403446267309409,-1.3365129270065224,0.0,-0.4067735777920399,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.6785044523263251,0.0,-1.633026540347099
2.0,1.0,3.0,-1.259266772112597,-0.26332152374251294,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,0.4455100418748592,0.0,0.3596220359405314
0.0,0.0,2.0,-1.26910596965784,-1.6167592651058285,0.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,1.2885209125257473,0.0,0.3596220359405314
2.0,1.0,2.0,1.692492491460292,1.56733155820851,1.0,2.4583700972613354,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.304180118203339,0.7265136654251553,0.0,-1.633026540347099
0.0,0.0,0.0,-0.7058119101926802,-0.8115036372856,0.0,-0.4067735777920399,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3115534476085149,-1.2405116994269172,0.0,0.3596220359405314
2.0,1.0,1.0,1.8302412570936935,1.6904371847637607,1.0,-0.4067735777920399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
2.0,0.0,2.0,-1.1165984077065738,-0.021455175098667324,0.0,-0.4067735777920399,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,-0.9595080758766211,0.0,0.857784180012439
2.0,0.0,2.0,1.340741179217856,1.3522587871090426,1.0,-0.4067735777920399,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.304180118203339,1.2885209125257473,0.0,0.857784180012439
1.0,0.0,0.0,1.0258868577700813,0.6042110680997835,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.25788669187859736,1.5695245360760435,0.0,-0.13854010813137618
2.0,0.0,0.0,1.6383769049614556,1.6629194564749399,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,1.0,0.981610468816488,0.37900018657811896,0.0,-0.4067735777920399,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.2652600212837734,0.16450641832456311,0.0,0.857784180012439
0.0,0.0,3.0,-1.030505429185698,-1.3973415895397052,1.0,-0.4067735777920399,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,0.4455100418748592,0.0,-0.13854010813137618
0.0,0.0,3.0,-1.2125305837726927,-1.5124815579060866,0.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,0.4455100418748592,0.0,-0.13854010813137618
1.0,0.0,1.0,0.364200822852492,0.5368650488666169,1.0,-0.4067735777920399,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.25788669187859736,0.4455100418748592,0.0,-1.633026540347099
0.0,0.0,2.0,-1.286324565362015,-1.663829063494601,1.0,2.4583700972613354,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,1.5695245360760435,0.0,1.3559463240843466
1.0,1.0,0.0,-1.2223697813179357,-0.6572595287193154,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,-0.11649720522573294,0.0,-0.6367022522032838
2.0,1.0,0.0,1.2866255927190198,1.2733263559647936,0.0,-0.4067735777920399,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.7810334050409682,-1.5215153229772131,0.0,-0.13854010813137618
0.0,1.0,0.0,-0.5041083605151995,-0.9657477458518848,0.0,-0.4067735777920399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.3115534476085149,-0.397500828776029,0.0,-0.6367022522032838
0.0,1.0,0.0,0.10346208790355348,0.6324529471330469,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,-1.5215153229772131,0.0,0.3596220359405314
2.0,0.0,3.0,-1.2346687782494894,-1.40965215219523,0.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.11649720522573294,0.0,0.857784180012439
2.0,1.0,1.0,0.9988290645206631,1.505054594186442,0.0,-0.4067735777920399,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,0.0,-0.5016485611288888,-0.06707667199855437,0.0,-0.4067735777920399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2652600212837734,1.0075172889754513,0.0,1.3559463240843466
0.0,0.0,3.0,-0.2630480206567469,-1.3155125554176854,1.0,-0.4067735777920399,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.3115534476085149,1.0075172889754513,0.0,-1.1348643962751914
0.0,1.0,2.0,1.0308064565427026,0.18420363632304568,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7884067344461442,-0.6785044523263251,0.0,1.3559463240843466
1.0,0.0,3.0,-1.2346687782494894,-1.4132729059174434,0.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.397500828776029,0.0,-0.6367022522032838
0.0,0.0,2.0,-1.239588377022111,-1.1714065572735979,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884067344461442,1.0075172889754513,0.0,-1.633026540347099
2.0,1.0,1.0,1.4514321516018394,1.6245394670194795,0.0,-0.4067735777920399,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,2.0,0.9274948823176516,0.5462790085443714,1.0,-0.4067735777920399,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2652600212837734,-1.5215153229772131,0.0,1.3559463240843466
0.0,0.0,2.0,0.5806631688478372,-0.8086070343078294,0.0,2.4583700972613354,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3115534476085149,-0.11649720522573294,0.0,0.857784180012439
1.0,1.0,2.0,0.9840702682027986,0.833766854088104,0.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.25788669187859736,-0.6785044523263251,0.0,0.3596220359405314
