Customer_ID,Gender,Senior_Citizen,Partner,Dependents
3198-VELRD,female,0,yes,yes
8540-ZQGEA,female,0,yes,no
1320-REHCS,male,1,no,no
4137-JOPHL,female,0,no,no
9436-ZBZCT,male,0,no,no
7801-CEDNV,male,0,yes,no
2057-BOYKM,female,1,yes,no
3658-QQJYD,male,0,no,no
1803-BGNBD,female,0,no,no
0134-XWXCE,female,1,no,no
6950-TWMYB,male,0,yes,yes
5848-FHRFC,female,0,no,no
2243-FNMMI,male,0,no,no
2511-MORQY,male,0,yes,yes
5356-KZCKT,male,0,no,no
9470-XCCEM,male,0,yes,yes
6519-CFDBX,female,0,no,no
3902-MIVLE,male,0,yes,yes
0409-WTMPL,female,0,yes,no
8763-KIAFH,female,0,yes,yes
3669-WHAFY,female,0,yes,no
3055-VTCGS,female,0,no,no
3144-KMTWZ,male,0,yes,no
7279-BUYWN,female,1,no,no
7156-MHUGY,male,1,no,no
7198-GLXTC,male,0,no,no
2007-QVGAW,female,0,yes,yes
5207-PLSTK,male,0,yes,yes
2307-FYNNL,male,1,no,no
5605-XNWEN,male,1,yes,no
2155-AMQRX,female,0,no,no
6181-AXXYF,male,0,yes,yes
5091-HFAZW,female,0,no,no
0516-VRYBW,female,0,no,yes
2519-LBNQL,male,1,yes,no
8623-ULFNQ,female,1,no,no
8380-PEFPE,male,0,no,yes
5687-DKDTV,female,0,no,no
1568-LJSZU,male,0,yes,yes
7530-HDYDS,female,0,no,no
7789-HKSBS,female,1,yes,no
7416-CKTEP,female,0,yes,no
2586-CWXVV,male,0,yes,no
3096-IZETN,female,0,no,no
2348-KCJLT,female,0,yes,no
8401-EMUWF,male,0,yes,yes
4193-IBKSW,male,0,yes,yes
5377-NDTOU,female,0,yes,yes
5922-ABDVO,female,0,yes,no
2474-LCNUE,female,0,yes,no
0839-QNXME,female,0,no,no
3506-OVLKD,male,0,no,no
9172-ANCRX,female,0,no,no
6650-VJONK,male,0,no,no
2178-PMGCJ,male,0,no,no
7492-TAFJD,male,0,yes,yes
2773-MADBQ,female,0,no,no
6016-LVTJQ,female,0,yes,yes
7860-KSUGX,male,0,yes,yes
8966-KZXXA,male,0,yes,yes
6910-HADCM,female,0,no,no
4816-LXZYW,female,0,no,no
9606-PBKBQ,male,1,yes,no
5149-QYTTU,female,0,yes,yes
2070-XYMFH,female,1,no,no
2085-BOJKI,male,0,yes,no
0817-HSUSE,male,0,no,no
5442-PPTJY,male,0,yes,yes
1927-QEWMY,female,0,yes,no
1663-MHLHE,male,0,no,no
5663-QBGIS,male,1,yes,no
4450-MDZFX,male,0,yes,yes
6701-DHKWQ,female,0,yes,yes
7554-AKDQF,female,0,yes,no
3536-IQCTX,male,1,yes,no
4911-BANWH,female,0,no,yes
8496-EJAUI,male,0,no,no
0794-YVSGE,male,0,yes,yes
5423-BHIXO,female,0,no,no
6908-VVYHM,male,0,yes,no
2959-EEXWB,female,0,yes,yes
1839-UMACK,male,0,no,no
3030-YDNRM,male,0,no,no
7321-KKSDU,male,0,no,yes
3402-XRIUO,female,1,yes,no
3132-TVFDZ,male,1,yes,no
8286-AFUYI,male,0,no,no
8080-DDEMJ,male,1,no,no
8356-WUAOJ,female,0,yes,no
6365-MTGZX,male,0,no,no
1349-WXNGG,male,0,no,no
8058-DMYRU,male,1,no,no
9350-ZXYJC,female,0,no,no
6990-YNRIO,male,0,yes,yes
8958-JPTRR,female,0,yes,no
6959-GQEGV,male,0,no,no
3173-WSSUE,female,0,yes,yes
1265-HVPZB,male,0,yes,no
4115-UMJFQ,male,0,no,no
7369-TRPFD,male,0,no,no
1098-KFQEC,female,0,yes,yes
7190-XHTWJ,female,0,no,no
0621-TWIEM,male,0,no,no
3537-RYBHH,female,1,yes,no
2485-ITVKB,female,0,yes,no
3669-OYSJI,male,0,no,no
1612-EOHDH,female,0,no,no
6702-OHFWR,male,1,no,no
5296-BFCYD,male,0,yes,yes
4510-PYUSH,female,1,no,no
9359-JANWS,female,0,yes,no
7517-SAWMO,female,0,yes,no
4143-HHPMK,male,0,no,no
3279-DYZQM,male,0,yes,yes
7054-LGEQW,female,0,no,no
0523-VNGTF,female,1,no,no
9575-IWCAZ,male,0,yes,no
7105-MXJLL,female,1,yes,no
7064-FRRSW,male,1,no,no
7940-UQQUG,female,0,yes,yes
0923-PNFUB,female,0,no,no
3961-SXAXY,male,0,no,no
7010-BRBUU,male,0,yes,yes
3566-HJGPK,male,0,no,no
3062-ICYZQ,female,0,yes,yes
9938-PRCVK,female,0,yes,yes
0973-KYVNF,female,0,yes,yes
5129-HHMZC,female,0,yes,no
9637-CDTKZ,male,0,yes,no
3946-JEWRQ,male,0,yes,no
7873-CVMAW,male,0,no,no
0463-WZZKO,male,0,no,no
3494-JCHRQ,male,0,no,no
6474-FVJLC,male,0,no,no
4524-QCSSM,male,0,no,no
5832-EXGTT,male,0,yes,yes
8840-DQLGN,female,1,yes,no
2039-JONDJ,male,0,no,no
7217-JYHOQ,male,0,yes,yes
6695-FRVEC,male,0,yes,yes
4547-LYTDD,female,0,no,no
9894-QMIMJ,female,0,no,no
8069-YQQAJ,male,0,no,no
6770-XUAGN,female,0,yes,yes
4193-ORFCL,female,1,no,no
1636-NTNCO,male,1,no,no
3466-WAESX,male,0,no,yes
9281-PKKZE,female,0,yes,no
3638-VBZTA,male,0,no,yes
7459-IMVYU,male,0,no,no
7776-QWNFX,male,1,yes,no
6689-TCZHQ,female,1,no,no
8563-OYMQY,male,0,no,no
0754-EEBDC,male,0,yes,yes
5777-ZPQNC,female,0,no,no
1951-IEYXM,male,0,yes,yes
3318-NMQXL,male,0,no,no
3143-ILDAL,male,0,no,no
1022-RKXDR,female,0,no,no
2361-FJWNO,male,0,no,no
2272-UOINI,female,0,no,no
8232-UTFOZ,male,0,no,no
3750-YHRYO,male,0,yes,yes
6637-KYRCV,female,0,yes,yes
5668-MEISB,female,0,yes,yes
0129-QMPDR,male,0,yes,yes
7188-CBBBA,female,0,no,no
5356-CSVSQ,female,0,no,no
3221-CJMSG,male,0,no,no
4720-VSTSI,female,0,no,no
3219-JQRSL,female,1,yes,no
2801-NISEI,male,0,no,no
3946-MHCZW,male,0,no,no
4623-ZKHLY,male,0,yes,no
6732-VAILE,male,0,yes,yes
8201-AAXCB,male,0,yes,yes
7696-CFTAT,male,0,yes,yes
1845-CSBRZ,female,1,yes,yes
2123-VSCOT,female,0,yes,yes
6651-AZVTJ,male,0,yes,yes
4566-GOLUK,male,0,yes,yes
2484-DGXPZ,female,0,yes,yes
2018-QKYGT,male,0,yes,yes
2792-VPPET,male,0,no,no
7409-JURKQ,female,0,yes,no
3247-MHJKM,male,0,no,no
1964-SVLEA,male,0,no,no
4587-NUKOX,female,0,no,no
7297-DVYGA,female,0,no,no
2239-CGBUZ,female,0,yes,no
0854-UYHZD,female,0,yes,yes
7243-LCGGZ,female,0,no,no
8267-KFGYD,male,0,no,yes
4890-VMUAV,male,0,no,no
9261-WDCAF,male,0,no,no
3764-MNMOI,male,0,no,no
7442-YGZFK,male,0,no,no
0420-BWTPW,male,0,no,yes
8229-BUJHX,female,0,yes,yes
7449-HVPIV,male,0,yes,yes
5504-WSIUR,female,0,no,no
8183-ONMXC,female,0,no,no
8466-PZBLH,male,0,yes,yes
9614-RMGHA,male,0,yes,no
8735-IJJEG,male,0,yes,no
0564-MUUQK,female,0,yes,yes
5054-IEXZT,male,0,no,yes
5834-ASPWA,male,0,no,no
0701-RFGFI,female,0,yes,yes
0019-EFAEP,female,0,no,no
5619-PTMIK,female,0,yes,no
3737-XBQDD,male,0,no,no
5882-CMAZQ,female,0,yes,yes
5846-QFDFI,female,0,yes,yes
4445-KWOKW,female,0,no,no
3511-APPBJ,male,0,no,no
7967-HYCDE,male,0,no,no
2430-RRYUW,male,0,no,no
3948-XHGNA,male,0,no,no
3723-BFBGR,male,1,no,no
0565-IYCGT,male,0,no,no
5447-WZAFP,female,0,no,no
5110-CHOPY,female,0,no,no
5445-UTODQ,female,0,yes,no
4425-OWHWB,female,0,no,no
7892-QVYKW,female,0,yes,yes
9675-ICXCT,male,0,yes,yes
1024-VRZHF,male,0,yes,no
4703-MQYKT,male,0,no,no
9497-QCMMS,male,1,no,no
5692-ICXLW,male,1,no,no
0602-DDUML,female,0,no,no
2208-MPXIO,female,0,yes,yes
1960-UYCNN,male,0,no,no
0348-SDKOL,female,0,yes,no
3190-FZATL,male,0,no,yes
7336-RLLRH,male,0,yes,no
4373-MAVJG,female,0,yes,yes
8901-HJXTF,female,0,yes,yes
7710-JSYOA,female,0,yes,yes
5419-KLXBN,female,0,yes,yes
3424-NMNBO,male,1,yes,no
9885-MFVSU,female,0,yes,yes
4514-GFCFI,female,1,no,no
0607-MVMGC,male,0,yes,yes
3365-SAIGS,female,0,no,no
9828-AOQLM,female,0,yes,yes
8022-BECSI,male,0,no,no
8000-REIQB,female,1,no,no
9993-LHIEB,male,0,yes,yes
0266-CLZKZ,female,0,yes,yes
7615-ESMYF,female,0,yes,no
3858-VOBET,male,0,no,no
7020-OZKXZ,female,1,no,no
3977-QCRSL,female,0,no,no
0017-DINOC,male,0,no,no
1447-PJGGA,female,0,no,no
8565-CLBZW,male,0,no,no
9139-WQQDY,female,0,yes,yes
0224-HJAPT,male,0,no,no
8086-OVPWV,male,0,no,no
9430-FRQOC,female,0,no,yes
7639-OPLNG,male,0,yes,yes
3074-GQWYX,male,0,no,no
1492-QGCLU,male,0,yes,yes
6845-RGTYS,female,0,yes,no
7328-OWMOM,female,0,no,yes
4418-LZMSV,male,0,yes,yes
5155-AZQPB,female,0,yes,yes
8861-HGGKB,female,0,no,no
1087-GRUYI,male,0,yes,no
7065-YUNRY,female,0,no,no
7694-VLBWQ,male,0,yes,no
2546-KZAAT,male,0,yes,no
0181-RITDD,male,0,yes,yes
5989-PGKJB,female,0,no,no
4795-KTRTH,female,1,yes,no
8272-ONJLV,male,0,no,no
1488-PBLJN,female,0,yes,yes
0308-GIQJT,male,1,no,no
3778-FOAQW,female,0,yes,no
4452-ROHMO,female,0,no,no
6481-OGDOO,male,0,yes,no
3090-LETTY,male,0,no,yes
5349-AZPEW,female,0,yes,yes
3753-TSEMP,female,0,yes,no
8305-VHZBZ,male,0,no,no
9720-JJJOR,male,0,yes,yes
8100-HZZLJ,female,0,no,yes
8775-ERLNB,male,1,yes,no
8309-IEYJD,female,1,no,no
9172-JITSM,female,0,yes,yes
6298-QDFNH,male,0,no,no
7398-HPYZQ,male,0,yes,no
3546-GHEAE,male,0,no,no
7361-YPXFS,female,1,no,no
6557-BZXLQ,male,1,no,no
2550-QHZGP,male,0,no,no
7519-JTWQH,female,0,no,no
2538-OIMXF,female,0,no,yes
8543-MSDMF,male,0,no,no
9961-JBNMK,male,1,no,no
1170-SASML,female,0,yes,no
4872-JCVCA,female,0,yes,no
5346-BZCHP,female,0,yes,yes
2038-LLMLM,female,0,no,no
6173-ITPWD,male,0,yes,no
9734-UYXQI,female,0,no,no
1216-BGTSP,male,0,no,no
4138-NAXED,male,0,no,no
2189-UXTKY,female,0,yes,no
0744-BIKKF,male,0,no,no
7483-IQWIB,male,0,yes,yes
5248-KWLAR,male,0,yes,yes
4958-GZWIY,male,0,yes,yes
7996-MHXLW,female,0,no,no
7833-PKIHD,male,0,yes,yes
7061-OVMIM,female,0,yes,yes
5153-RTHKF,female,0,no,no
1852-QSWCD,male,0,yes,yes
4832-VRBMR,male,1,yes,no
9079-LWTFD,male,0,no,no
6356-ELRKD,female,0,no,no
8624-GIOUT,female,0,no,no
3392-EHMNK,female,0,yes,yes
5986-WWXDV,male,0,no,yes
3061-BCKYI,male,0,no,no
6179-GJPSO,female,1,no,no
7901-TBKJX,male,1,no,no
7228-PAQPD,female,0,no,no
3177-LASXD,female,0,no,no
7746-QYVCO,male,0,yes,yes
5804-HYIEZ,male,0,yes,yes
9919-FZDED,male,1,yes,no
5934-TSSAU,female,0,yes,yes
3486-KHMLI,male,0,no,yes
4897-QSUYC,female,0,no,no
1084-UQCHV,male,0,no,yes
8290-YWKHZ,female,1,yes,no
2955-BJZHG,male,0,yes,yes
3806-DXQOM,female,0,no,no
6784-XYJAE,female,0,no,no
3933-DQPWX,female,0,no,no
6661-EIPZC,female,0,yes,yes
8957-THMOA,female,0,no,yes
2251-PYLPB,male,0,yes,no
5555-RNPGT,male,0,no,yes
1057-FOGLZ,female,0,no,no
9300-RENDD,male,0,no,no
0761-AETCS,female,0,no,no
8087-LGYHQ,male,0,no,no
4137-BTIKL,male,0,no,no
2190-BCXEC,female,0,yes,no
6227-FBDXH,male,0,yes,no
2153-MREFK,female,0,yes,no
2911-WDXMV,male,0,no,yes
7206-PQBBZ,male,1,yes,no
3106-ULWFW,female,0,yes,no
0925-VYDLG,female,0,no,no
4547-FZJWE,male,0,yes,yes
7422-WNBTY,male,0,yes,no
0842-IWYCP,female,0,no,no
3521-HTQTV,male,0,no,no
3744-ZBHON,female,0,no,no
3373-DIUUN,male,0,yes,yes
8383-SGHJU,female,0,no,no
7607-QKKTJ,male,0,yes,yes
7707-PYBBH,male,0,no,no
8984-HPEMB,female,0,no,no
4349-GFQHK,male,0,no,no
4139-DETXS,female,0,yes,yes
9779-DPNEJ,female,0,yes,yes
9805-FILKB,male,0,yes,yes
5793-YOLJN,female,0,yes,yes
0673-IGUQO,male,0,no,no
4123-FCVCB,female,0,no,no
8819-IMISP,male,0,no,no
7802-EFKNY,male,0,yes,no
8311-UEUAB,female,0,yes,yes
5858-EAFCZ,male,0,no,no
8035-BUYVG,male,0,yes,no
1163-ONYEY,male,0,yes,yes
9787-XVQIU,male,0,no,no
8945-MUQUF,male,0,no,no
5656-MJEFC,male,0,yes,yes
6082-OQFBA,male,0,yes,yes
8051-HJRLT,female,1,no,no
8974-OVACP,female,0,no,no
4010-YLMVT,female,0,no,no
1379-FRVEB,male,0,no,yes
8612-GXIDD,male,0,yes,yes
6288-CHQJB,female,0,yes,yes
8160-HOWOX,female,0,no,no
3023-GFLBR,female,0,yes,yes
6648-INWPS,male,0,yes,yes
4223-BKEOR,female,0,no,yes
4079-VTGLK,male,1,yes,no
1763-WQFUK,male,0,no,no
1391-UBDAR,male,0,no,no
8894-JVDCV,female,0,no,no
2023-VQFDL,male,0,no,no
1345-GKDZZ,male,0,no,yes
2014-MKGMH,female,0,no,no
5628-FCGYG,male,0,no,no
2560-WBWXF,male,0,no,no
0248-IPDFW,female,0,no,no
7978-DKUQH,female,0,yes,no
4335-UPJSI,female,0,no,yes
0524-IAVZO,female,0,yes,no
2737-YNGYW,female,0,no,no
1784-EZDKJ,male,0,yes,no
9297-FVVDH,female,0,yes,yes
8007-YYPWD,female,0,no,no
7101-HRBLJ,female,0,yes,yes
5159-YFPKQ,female,0,no,no
6635-CPNUN,male,0,yes,no
4021-RQSNY,male,1,yes,no
5453-YBTWV,male,0,yes,yes
5039-LZRQT,female,0,no,no
2931-VUVJN,female,1,yes,no
9061-TIHDA,male,1,yes,no
8699-ASUFO,male,1,yes,no
6418-PIQSP,female,0,yes,no
8220-OCUFY,female,0,no,no
3995-WFCSM,female,0,no,no
1895-QTKDO,female,0,no,no
2038-OEQZH,male,0,no,no
1178-PZGAB,female,0,no,no
7927-AUXBZ,female,0,no,no
2626-VEEWG,male,0,yes,yes
2878-RMWXY,male,1,yes,no
1657-DYMBM,male,0,yes,no
7311-MQJCH,female,0,no,no
7375-WMVMT,male,1,yes,no
1136-XGEQU,female,0,yes,yes
2530-FMFXO,male,0,yes,yes
6844-DZKRF,male,0,no,no
4695-WJZUE,female,1,no,no
7619-ODSGN,male,0,yes,yes
5970-GHJAW,male,0,yes,yes
8879-XUAHX,male,0,yes,no
3689-MOZGR,female,0,no,no
4195-PNGZS,male,0,yes,yes
5003-XZWWO,male,0,yes,no
3988-RQIXO,female,1,no,no
7622-FWGEW,male,1,yes,no
6922-NCEDI,male,0,no,yes
2514-GINMM,male,0,no,no
9891-NQDBD,female,0,yes,no
6131-IUNXN,female,0,yes,yes
8548-AWOFC,male,0,yes,no
9798-DRYDS,female,0,yes,yes
8532-UEFWH,male,0,yes,yes
6296-DDOOR,female,0,no,no
7951-VRDVK,female,0,no,no
5931-FLJJF,male,1,yes,no
4815-YOSUK,male,0,yes,yes
2659-VXMWZ,male,0,yes,yes
0380-NEAVX,male,1,no,no
3207-OYBWH,male,1,yes,no
4285-GYRQC,female,0,yes,no
7216-EWTRS,female,1,yes,no
4365-MSDYN,male,0,yes,no
7036-TYDEC,female,0,no,no
5802-ADBRC,female,0,yes,no
8076-FEZKJ,male,0,no,no
5197-YPYBZ,female,0,yes,yes
8337-MSSXB,female,0,no,no
4312-GVYNH,female,0,yes,no
8495-LJDFO,female,1,no,no
0839-JTCUD,female,0,yes,yes
5494-WOZRZ,female,0,yes,yes
1302-UHBDD,male,1,no,no
2234-EOFPT,male,0,yes,no
8619-IJNDK,female,0,yes,yes
8378-LKJAF,male,0,yes,yes
8182-BJDSI,female,0,no,no
2528-HFYZX,male,1,yes,no
1153-GNOLC,male,0,no,no
3298-QEICA,female,0,yes,yes
0788-DXBFY,male,0,yes,yes
3597-YASZG,female,1,yes,no
3496-LFSZU,male,0,yes,no
5242-UOWHD,male,0,yes,yes
2482-CZGBB,male,0,no,no
6479-SZPLM,male,0,yes,yes
8097-VBQTZ,male,0,no,no
4500-HKANN,male,0,yes,yes
9917-KWRBE,female,0,yes,yes
3420-ZDBMA,male,1,no,no
2212-LYASK,male,0,yes,yes
1393-IMKZG,female,0,no,no
8069-RHUXK,female,0,yes,yes
3398-GCPMU,female,1,yes,yes
2908-WGAXL,female,0,yes,yes
3378-AJRAO,male,0,yes,yes
1013-QCWAM,female,1,yes,no
0866-QLSIR,female,0,no,no
6050-FFXES,female,0,yes,no
7181-BQYBV,female,0,yes,yes
0362-RAOQO,female,0,no,no
9554-DFKIC,male,0,yes,yes
5527-ACHSO,female,0,no,no
0829-DDVLK,female,0,no,no
1399-UBQIU,male,0,no,no
1813-JLKWR,female,0,yes,yes
0336-PIKEI,male,1,yes,no
7322-OCWHC,male,1,yes,no
9537-VHDTA,female,0,no,yes
4957-TIALW,female,0,no,yes
2054-PJOCK,female,0,no,no
9150-HEPMB,male,0,no,no
9030-QGZNL,female,0,no,no
6204-IEUXJ,female,0,no,no
3126-WQMGH,female,0,yes,no
4529-CKBCL,female,0,no,no
2506-CLAKW,female,0,no,no
7176-WRTNX,male,0,no,no
1583-IHQZE,male,0,no,no
5732-IKGQH,male,1,yes,no
9239-GZHZE,female,0,yes,no
7205-BAIAD,female,0,no,no
0151-ONTOV,female,0,no,no
4140-MUHUG,female,1,no,no
0093-EXYQL,female,1,no,no
8064-RAVOH,male,0,no,yes
0219-QAERP,male,0,yes,no
0320-JDNQG,male,0,yes,yes
7180-PISOG,male,0,yes,yes
9168-INPSZ,female,1,yes,no
3571-RFHAR,male,0,no,no
0015-UOCOJ,female,1,no,no
5334-AFQJB,male,1,no,no
2754-SDJRD,female,1,no,no
9578-VRMNM,female,0,no,no
1587-FKLZB,male,1,yes,yes
6140-QNRQQ,male,0,no,no
8963-JLGJT,male,0,no,yes
4307-KTUMW,male,0,yes,no
1465-LNTLJ,male,1,yes,no
5440-FLBQG,male,1,yes,no
2135-DQWAQ,female,0,no,no
4056-QHXHZ,female,0,yes,yes
7470-MCQTK,female,0,yes,no
7488-MXJIV,female,0,no,no
7401-JIXNM,female,0,yes,yes
9339-FIIJL,male,0,yes,no
2027-FECZV,male,0,no,no
2672-DZUOY,male,0,no,no
4706-DGAHW,male,1,no,no
3870-MQAMG,female,0,yes,no
6670-MFRPK,male,0,yes,yes
6177-PEVRA,female,0,no,no
4800-CZMPC,female,0,yes,yes
4813-HQMGZ,female,0,yes,no
7579-KKLOE,male,0,yes,yes
7377-DMMRI,male,0,no,no
8402-EIVQS,male,0,yes,no
4947-DSMXK,male,0,yes,yes
7245-NIIWQ,female,0,no,no
0002-ORFBO,female,0,yes,yes
3324-OIRTO,male,0,yes,yes
5414-OFQCB,male,0,no,no
4967-WPNCF,male,0,no,no
8552-OBVRU,female,1,yes,yes
8499-BRXTD,male,0,no,no
9154-QDGTH,male,0,yes,yes
8197-BFWVU,female,0,yes,yes
2577-GVSIL,male,0,yes,yes
9367-OIUXP,male,0,no,no
6770-UAYGJ,female,0,yes,yes
6463-HHXJR,female,0,yes,yes
7928-VJYAB,male,0,yes,yes
1187-WILMM,male,0,yes,yes
9776-OJUZI,female,1,no,no
1306-RPWXZ,female,0,no,yes
8949-JTMAY,female,0,no,no
2774-LVQUS,female,1,yes,no
3097-PYWXL,female,0,yes,yes
2266-SJNAT,female,0,yes,no
0869-PAPRP,female,1,yes,no
4238-JSSWH,female,1,yes,no
2972-YDYUW,female,0,no,no
1104-FEJAM,male,0,yes,yes
2809-ILCYT,female,0,yes,no
5499-ECUTN,female,0,yes,no
4981-FLTMF,female,0,yes,yes
9121-PHQSR,male,1,yes,no
3113-IWHLC,male,0,no,no
3211-ILJTT,male,0,yes,no
4612-THJBS,female,1,no,no
4277-BWBML,male,0,yes,yes
4094-NSEDU,female,1,no,no
0234-TEVTT,female,0,yes,yes
4304-TSPVK,female,0,yes,no
1552-AAGRX,female,0,no,no
2637-FKFSY,female,0,yes,no
9796-MVYXX,female,1,no,no
7874-ECPQJ,female,0,no,yes
0020-INWCK,female,0,yes,yes
7089-RKVSZ,male,0,yes,yes
2683-JXWQQ,male,0,yes,yes
9548-ZMVTX,male,0,yes,yes
8739-XNIKG,female,0,no,no
9755-JHNMN,female,0,no,no
3981-QSVQI,male,0,no,no
2789-HQBOU,male,0,no,no
9424-CMPOG,male,0,yes,yes
5067-WJEUN,male,0,yes,yes
3450-WXOAT,male,0,no,no
9251-WNSOD,female,0,yes,no
6974-DAFLI,female,0,yes,no
2616-UUTFK,male,0,yes,no
7064-JHXCE,male,0,yes,yes
5103-MHMHY,female,0,no,yes
7989-AWGEH,male,0,yes,yes
4373-VVHQL,male,0,no,no
4559-UWIHT,male,0,yes,no
7268-IGMFD,male,1,no,no
1846-XWOQN,female,1,no,no
0235-KGSLC,female,0,no,no
6650-BWFRT,female,0,yes,no
9570-KYEUA,male,0,no,no
6993-YGFJV,male,0,yes,no
2712-SYWAY,female,0,no,no
0730-BGQGF,male,0,yes,yes
5498-IBWPI,female,0,yes,yes
9101-NTIXF,male,0,no,no
0013-SMEOE,female,1,yes,no
9314-QDMDW,male,0,no,no
9308-ANMVE,male,0,no,yes
2884-GBPFB,female,0,yes,no
3757-NJYBX,male,1,yes,no
3413-DHLPB,male,0,yes,yes
7649-PHJVR,male,0,no,no
6114-TCFID,female,0,no,no
3787-TRIAL,male,0,yes,yes
2573-GYRUU,male,1,yes,no
5156-UMKOW,female,0,no,yes
1247-QBVSH,female,0,yes,yes
6734-GMPVK,male,0,no,no
9822-OAOVB,female,0,no,no
6161-ERDGD,male,0,yes,yes
1226-JZNKR,female,0,yes,yes
7318-EIVKO,male,0,no,no
3771-PZOBW,male,0,no,no
5136-KCKGI,female,0,yes,yes
8231-BSWXX,male,0,no,no
6486-LHTMA,female,1,yes,no
4083-BFNYK,female,1,yes,no
3722-WPXTK,male,0,no,no
7389-KBFIT,female,0,yes,yes
7176-WIONM,female,0,yes,no
5141-ZUVBH,female,0,no,yes
1089-HDMKP,male,1,no,yes
7623-HKYRK,male,0,no,yes
0310-SUCIN,female,0,yes,no
5197-PYEPU,female,0,yes,yes
2929-ERCFZ,female,0,yes,yes
7548-SEPYI,female,0,no,no
8835-VSDSE,female,0,yes,no
6619-RPLQZ,female,0,yes,yes
3275-RHRNE,male,0,yes,yes
3503-TYDAY,female,0,yes,no
6901-GOGZG,male,0,no,yes
1623-NLDOT,female,0,yes,no
7021-XSNYE,male,0,yes,yes
9621-OUPYD,female,0,yes,no
9898-KZQDZ,female,1,yes,yes
8982-NHAVY,male,0,no,no
4307-KWMXE,male,0,no,no
0141-YEAYS,female,1,no,no
2450-ZKEED,female,0,no,no
3694-DELSO,male,0,yes,yes
3893-JRNFS,male,0,no,no
9603-OAIHC,male,1,no,no
1133-KXCGE,female,0,no,no
5236-PERKL,female,0,no,no
0142-GVYSN,male,0,no,no
1049-FYSYG,female,0,yes,no
7854-FOKSF,male,0,no,no
2519-FAKOD,male,0,no,yes
8406-LNMHF,male,1,yes,no
1821-BUCWY,male,0,no,no
8263-JQAIK,male,1,no,no
0023-UYUPN,female,1,yes,no
8314-DPQHL,male,0,no,no
1465-WCZVT,female,0,yes,yes
9481-SFCQY,female,0,no,yes
6360-SVNWV,female,1,no,no
0567-GGCAC,female,0,no,no
7089-IVVAZ,female,0,no,no
8884-MRNSU,male,0,yes,yes
2171-UDMFD,male,0,yes,yes
9050-IKDZA,female,1,no,no
2205-YMZZJ,male,1,no,no
9802-CAQUT,female,0,yes,yes
1254-IZEYF,female,1,no,no
0187-WZNAB,female,0,yes,yes
9492-TOKRI,female,0,no,no
1475-VWVDO,male,0,no,no
9221-OTIVJ,female,1,no,no
1357-MVDOZ,male,0,yes,yes
7602-MVRMB,female,0,yes,yes
3325-FUYCG,male,0,yes,yes
5908-QMGOE,male,1,no,no
1197-BVMVG,female,1,no,no
5406-KGRMX,female,0,no,no
8481-YYXWG,female,0,no,no
5968-HYJRZ,male,0,yes,yes
5198-EFNBM,male,1,yes,no
7516-GMHUV,male,1,yes,no
7140-ADSMJ,male,0,no,no
2230-XTUWL,female,0,yes,yes
7706-YLMQA,female,0,no,no
2585-KTFRE,male,0,no,yes
7994-UYIVZ,male,0,yes,no
2609-IAICY,female,0,no,no
1740-CSDJP,male,0,no,no
7717-BICXI,male,0,yes,yes
6559-RAKOZ,male,0,yes,yes
2636-OHFMN,male,0,yes,no
4716-MRVEN,female,0,no,no
2143-LJULT,female,0,yes,no
1323-OOEPC,female,0,yes,no
3200-MNQTF,male,0,yes,no
6164-HXUGH,female,0,yes,yes
5630-IXDXV,female,0,no,no
0320-DWVTU,female,0,no,no
9135-MGVPY,male,0,yes,no
1212-GLHMD,male,0,no,no
7878-JGDKK,male,0,no,no
1088-AUUZZ,male,0,yes,yes
0397-GZBBC,male,1,yes,no
6614-YWYSC,male,1,yes,no
9588-OZDMQ,female,0,yes,no
7641-EUYET,male,1,yes,yes
6476-EPYZR,male,0,yes,yes
9921-ZVRHG,female,0,no,no
1174-FGIFN,female,0,yes,yes
6620-HVDUJ,male,0,no,no
4701-MLJPN,male,0,no,no
1032-MAELW,female,0,yes,yes
7641-TQFHN,male,0,no,yes
1552-TKMXS,female,0,yes,no
9206-GVPEQ,male,0,yes,no
8622-ZLFKO,female,0,yes,no
1596-BBVTG,male,0,no,no
6188-UXBBR,female,0,yes,no
2333-KWEWW,male,0,no,no
5702-SKUOB,female,0,yes,no
1134-YWTYF,male,0,yes,no
6061-GWWAV,male,0,no,yes
0679-TDGAK,male,0,yes,yes
6585-WCEWR,male,0,yes,yes
9067-YGSCA,female,0,no,no
9067-SQTNS,male,0,yes,yes
8433-WXGNA,male,0,no,no
1776-SPBWV,female,0,yes,yes
8735-SDUFN,female,1,yes,no
9668-PUGNU,male,0,yes,no
9405-GPBBG,female,0,no,no
1926-QUZNN,female,0,yes,no
3707-GNWHM,male,0,no,no
7016-NVRIC,male,1,yes,no
5829-NVSQN,female,0,yes,no
9565-AXSMR,male,0,yes,yes
8922-LIEGH,female,1,no,no
8869-LIHMK,female,0,no,no
8245-UMPYT,female,1,no,no
5186-SAMNZ,male,1,no,no
0447-RXSGD,male,0,no,no
4927-WWOOZ,male,0,yes,no
5788-YPOEG,female,0,yes,yes
5373-SFODM,male,1,yes,no
0661-KBKPA,male,0,yes,yes
9081-WWXKP,female,0,yes,yes
0784-ZQJZX,male,0,no,yes
3133-PZNSR,male,0,yes,yes
5766-ZJYBB,male,0,no,no
8931-GJJIQ,female,0,no,no
